航司代码,航司名称,产品名称,航线,订座舱位,上浮价格,政策返点,产品代码,出票OFFICE,备注,航司结算方式,产品有限期,司结算方式,票证类型
ZH,ZH,,,,,,,,,,,,
ZH,ZH,,,,,,,,,,,,
ZH,ZH,,,,,,,,,,,,
ZH,ZH,,,,,,,,,,,,
ZH,ZH,,,,,,,,,,,,
ZH,ZH,,,,,,,,,,,,
ZH,ZH,,,,,,,,,,,,
ZH,ZH,,,,,,,,,,,,
ZH,ZH,,,,,,,,,,,,
ZH,ZH,,,,,,,,,,,,
ZH,ZH,,,,,,,,,,,,
ZH,ZH,,,,,,,,,,,,
ZH,ZH,,,,,,,,,,,,
ZH,ZH,,,,,,,,,,,,
ZH,ZH,,,,,,,,,,,,
ZH,ZH,,,,,,,,,,,,
ZH,ZH,,,,,,,,,,,,
ZH,ZH,,,,,,,,,,,,
ZH,ZH,,,,,,,,,,,,
ZH,ZH,,,,,,,,,,,,
ZH,ZH,,,,,,,,,,,,
ZH,ZH,,,,,,,,,,,,
ZH,ZH,,,,,,,,,,,,
ZH,ZH,,,,,,,,,,,,
ZH,ZH,,,,,,,,,,,,
ZH,ZH,,,,,,,,,,,,
ZH,ZH,,,,,,,,,,,,
ZH,ZH,,,,,,,,,,,,
ZH,ZH,,,,,,,,,,,,
ZH,ZH,,,,,,,,,,,,
ZH,ZH,,,,,,,,,,,,
ZH,ZH,,,,,,,,,,,,
ZH,ZH,,,,,,,,,,,,
ZH,ZH,,,,,,,,,,,,
ZH,ZH,,,,,,,,,,,,
ZH,ZH,,,,,,,,,,,,
ZH,ZH,,,,,,,,,,,,
ZH,ZH,,,,,,,,,,,,
ZH,ZH,,,,,,,,,,,,
ZH,ZH,,,,,,,,,,,,
ZH,ZH,,,,,,,,,,,,
ZH,ZH,,,,,,,,,,,,
ZH,ZH,,,,,,,,,,,,
ZH,ZH,,,,,,,,,,,,
ZH,ZH,,,,,,,,,,,,
ZH,ZH,,,,,,,,,,,,
ZH,ZH,,,,,,,,,,,,
ZH,ZH,,,,,,,,,,,,
ZH,ZH,,,,,,,,,,,,
ZH,ZH,,,,,,,,,,,,
ZH,ZH,,,,,,,,,,,,
ZH,ZH,,,,,,,,,,,,
ZH,ZH,,,,,,,,,,,,
ZH,ZH,,,,,,,,,,,,
ZH,ZH,,,,,,,,,,,,
ZH,ZH,,,,,,,,,,,,
ZH,ZH,,,,,,,,,,,,
ZH,ZH,,,,,,,,,,,,
ZH,ZH,,,,,,,,,,,,
ZH,ZH,,,,,,,,,,,,
ZH,ZH,,,,,,,,,,,,
ZH,ZH,,,,,,,,,,,,
ZH,ZH,,,,,,,,,,,,
ZH,ZH,,,,,,,,,,,,
ZH,ZH,,,,,,,,,,,,
ZH,ZH,,,,,,,,,,,,
ZH,ZH,,,,,,,,,,,,
ZH,ZH,,,,,,,,,,,,
ZH,ZH,,,,,,,,,,,,
ZH,ZH,,,,,,,,,,,,
ZH,ZH,,,,,,,,,,,,
ZH,ZH,,,,,,,,,,,,
ZH,ZH,,,,,,,,,,,,
ZH,ZH,,,,,,,,,,,,
ZH,ZH,,,,,,,,,,,,
ZH,ZH,,,,,,,,,,,,
ZH,ZH,,,,,,,,,,,,
ZH,ZH,,,,,,,,,,,,
ZH,ZH,,,,,,,,,,,,
ZH,ZH,,,,,,,,,,,,
ZH,ZH,,,,,,,,,,,,
ZH,ZH,,,,,,,,,,,,
ZH,ZH,,,,,,,,,,,,
ZH,ZH,,,,,,,,,,,,
ZH,ZH,,,,,,,,,,,,
ZH,ZH,,,,,,,,,,,,
ZH,ZH,,,,,,,,,,,,
ZH,ZH,,,,,,,,,,,,
ZH,ZH,,,,,,,,,,,,
ZH,ZH,,,,,,,,,,,,
ZH,ZH,,,,,,,,,,,,
ZH,ZH,,,,,,,,,,,,
ZH,ZH,,,,,,,,,,,,
ZH,ZH,,,,,,,,,,,,
ZH,ZH,,,,,,,,,,,,
ZH,ZH,,,,,,,,,,,,
ZH,ZH,,,,,,,,,,,,
ZH,ZH,,,,,,,,,,,,
ZH,ZH,,,,,,,,,,,,
ZH,ZH,,,,,,,,,,,,
ZH,ZH,,,,,,,,,,,,
ZH,ZH,,,,,,,,,,,,
ZH,ZH,,,,,,,,,,,,
ZH,ZH,,,,,,,,,,,,
ZH,ZH,,,,,,,,,,,,
ZH,ZH,,,,,,,,,,,,
ZH,ZH,,,,,,,,,,,,
ZH,ZH,,,,,,,,,,,,
ZH,ZH,,,,,,,,,,,,
ZH,ZH,,,,,,,,,,,,
ZH,ZH,,,,,,,,,,,,
ZH,ZH,,,,,,,,,,,,
ZH,ZH,,,,,,,,,,,,
ZH,ZH,,,,,,,,,,,,
ZH,ZH,,,,,,,,,,,,
ZH,ZH,,,,,,,,,,,,
ZH,ZH,,,,,,,,,,,,
ZH,ZH,,,,,,,,,,,,
ZH,ZH,,,,,,,,,,,,
ZH,ZH,,,,,,,,,,,,
ZH,ZH,,,,,,,,,,,,
ZH,ZH,,,,,,,,,,,,
ZH,ZH,,,,,,,,,,,,
ZH,ZH,,,,,,,,,,,,
ZH,ZH,,,,,,,,,,,,
ZH,ZH,,,,,,,,,,,,
ZH,ZH,,,,,,,,,,,,
ZH,ZH,,,,,,,,,,,,
ZH,ZH,,,,,,,,,,,,
ZH,ZH,,,,,,,,,,,,
ZH,ZH,,,,,,,,,,,,
MU,MU,MU、GP免费快速安检通道,昆明出港GP,,不限,免费东01安检通道,,KMG319/KMG279,发送“名字+票号+航班号 航程+日期时间+人数+服务需求”到QQ保障群704876602,,有效,,
MU,MU,MU、GP高舱免费接送,昆明进出港GP+集团客户47开头,"GP/U、F、J、C、D、Q、I、W、P、Y、B、
M、E、K舱。",1000票面以上,免费接送机,,KMG319,分号限量使用，需要完成对应指标,,,,
MU,MU,MU、GP高舱免费接送,昆明进出港GP+集团客户47开头,接送机适用舱位:U、F、J、C、D、Q、I、W、P、Y、B、M、E、K、L、N、R、S、V舱，GP 和集团客户均可使用，且实际出票净票价(不含税费)单程须在人民币500元(含)以上。,500票面以上,免费接送机,,KMG319,接送机服务一张东航票号对应免费享受东航提供昆明长水机场与昆明市区指定区域接送机服务。所赠接、送机服务，乘机当日有效。即日起至2025年03月31日,,,,
MU,MU,GP 渠道“里程优享”4.1-12.31,所有航线,C/D/Q/I/P/B/M/E/K/L/N/R/S/V/T/Z,80,20          300里程 ,GPL5,KMG319,"使用 GP 里程优享产品，可享受航前 4 小时免费改期的权
益。",,,,
MU,MU,GP 渠道“里程优享”4.1-12.31,所有航线,C/D/Q/I/P/B/M/E/K/L/N/R/S/V/T/Z,150,38           600里程 ,GPL1,KMG319,,,,,
MU,MU,GP 渠道“里程优享”4.1-12.31,所有航线,C/D/Q/I/P/B/M/E/K/L/N/R/S/V/T/Z,260,65          1200里程 ,GPL2,KMG319,,,,,
MU,MU,GP 渠道“里程优享”4.1-12.31,所有航线,C/D/Q/I/P/B/M/E/K/L/N/R/S/V/T/Z,370,93           1800里程,GPL3,KMG319,,,,,
MU,MU,GP 渠道“里程优享”4.1-12.31,所有航线,C/D/Q/I/P/B/M/E/K/L/N/R/S/V/T/Z,530,133          2400里程,GPL4,KMG319,,,,,
MU,MU,GP 渠道“里程优享”4.1-12.31,所有航线,C/D/Q/I/P/B/M/E/K/L/N/R/S/V/T/Z,800,200          3600里程,GPL6,KMG319,,,,,
MU,MU,GP 渠道“里程优享”4.1-12.31,所有航线,C/D/Q/I/P/B/M/E/K/L/N/R/S/V/T/Z,1000,250          4800里程,GPL7,KMG319,,,,,
MU,MU,“里程优享”4.1-12.31,所有航线,C/D/Q/I/P/B/M/E/K/L/N/R/S/V/T/Z,80,20         L5  300里程 ,LCYX300,KMG319,"销售渠道：BSP/B2T
销售日期：即日起-2026 年 12 月 31 日
承运日期：2026 年 4 月 1 日-2026 年 12 月 31 日（具体
以运价发布时间为准）",,,,
MU,MU,“里程优享”4.1-12.31,所有航线,C/D/Q/I/P/B/M/E/K/L/N/R/S/V/T/Z,150,38         L1   600里程 ,LCYX600,KMG319,,,,,
MU,MU,“里程优享”4.1-12.31,所有航线,C/D/Q/I/P/B/M/E/K/L/N/R/S/V/T/Z,260,65          L2 1200里程 ,LCYX1200,KMG319,,,,,
MU,MU,“里程优享”4.1-12.31,所有航线,C/D/Q/I/P/B/M/E/K/L/N/R/S/V/T/Z,370,93         L3 1800里程,LCYX1800,KMG319,,,,,
MU,MU,“里程优享”4.1-12.31,所有航线,C/D/Q/I/P/B/M/E/K/L/N/R/S/V/T/Z,530,133          L4 2400里程,LCYX2400,KMG319,,,,,
MU,MU,“里程优享”4.1-12.31,所有航线,C/D/Q/I/P/B/M/E/K/L/N/R/S/V/T/Z,800,200          L6 3600里程,LCYX3600,KMG319,,,,,
MU,MU,“里程优享”4.1-12.31,所有航线,C/D/Q/I/P/B/M/E/K/L/N/R/S/V/T/Z,1000,250          L7 4800里程,LCYX4800,KMG319,,,,,
MU,MU,MU，GP 客票晋舱前返,适用航线：东上航实际承运涉及KMG=CAN=PVG=SZX=TCZ=TSN=URC=WUH=XMN=PKX=SHA=XIY=TAO=BSD=ZAT=DIG=TYN=JHG=WUX=LNJ，以及全国航线，具体参照表格销售,适用舱位：经济舱（Y/B/M/E/K/L/N/R/S）GP客票；运价标识：定 Y 舱后使用 PAT:A#CGP 可展示 FB 为 YGP10M 的运价，代表在 M 舱公布运价+10%Y 舱价格,高舱-低舱,差价的40%-60%前返,YGP10M,KMG319/KMG279/CTU152,,,,,
MU,MU,变更优享+,填开在 781 客票上的东航、上航实际承运航班（代号共享航班除外）,M/E/K/L/N/R/S/V（对产品价格超过经济舱 Y 舱公布运价的情况进行拦截）,160,40,BG,KMG319,"旅客类型：仅限成人旅客、儿童，婴儿及特殊旅客不适用。
销售渠道：BSP/B2T
销售日期：即日起-2026 年 12 月 31 日
承运日期：2026 年 4 月 1 日-2026 年 12 月 31 日（具体以运价发布时间为准）",,,,
MU,MU,MU、云南GP空铁优享,昆明进出港航线(C/D/Q/I/P/B/M/E/K/L/N/R/S/V/T/Z),1.区域一：增值服务包括玉溪、曲靖至或返昆明高铁二等座客票一张、昆明站或昆明南站至或返昆明长水机场地面运输一次（专车）,260,210,,KMG319,产品对应舱位客票的航班/日期变更，自愿变更时间在航班规定离站时间前4小时（含）之外，免收变更手续费,,有效,,
MU,MU,MU、云南GP空铁优享,昆明进出港航线(C/D/Q/I/P/B/M/E/K/L/N/R/S/V/T/Z),2.区域二：包括建水、楚雄、蒙自、文山至或返昆明高铁二等座客票一张、昆明站或昆明南站至或返昆明长水机场地面运输一次,310,260,,KMG319,1.注意台账做共享链接（用车信息+对应高铁信息）,,航班日期：即日起-2025年12月31日,,
MU,MU,MU、云南GP空铁优享,昆明进出港航线(C/D/Q/I/P/B/M/E/K/L/N/R/S/V/T/Z),3.区域三：包括普洱、大理、保山、版纳、丽江至或返昆明高铁二等座客票一张、昆明站或昆明南站至或返昆明长水机场地面运输一次（专车）,410,360,,KMG319,,,,,
MU,MU,MU、云南GP空铁优享,昆明进出港航线(C/D/Q/I/P/B/M/E/K/L/N/R/S/V/T/Z),区域四：包括临沧、迪庆至或返昆明高铁二等座客票一张、昆明站或昆明南站至或返昆明长水机场地面运输一次（专车）,460,410,,KMG319,,,,,
MU,MU,MU、昆明易优享,①易登机,KMG-PKX-PVG-SHA-TFU-HFE-CAN-SZX-CTU-XIY-TCZ-JHG-SYM-LUM-LNJ-BSD (N舱以上）,460,410,,KMG319/KMG279/CTU152/SZX146,,,,,
MU,MU,用车优享+,单程、往返程,P/B/M/E/K/L/N/R/S/V/T/Z,150,38,YC,KMG319,"销售日期：即日起至 2026 年 12 月 31 日
承运日期:2026 年 4 月 1 日-2026 年 12 月 31 日
（具体以运价发布时间为准）",,有效,,
MU,MU,Wi-Fi 优享+,所有航线  BSP/B2T渠道“Wi-Fi优享+,P/B/M/E/K/L/N/R/S/V/T/Z,40,10,W1,KMG319,"销售渠道：BSP/B2T
使用渠道：机上空中互联门户
销售日期：即日起-2026 年 12 月 31 日
承运日期：2026 年 4 月 1 日-2026 年 12 月 31 日（具体
以运价发布时间为准）",,,,
MU,MU,MU、Wi-Fi优享+里程优享,所有行程,P/B/M/E/K/L/N/R/S/V/T/Z( 产品代码：WFLCYX300,110,28,W3,KMG319,"销售日期：即日起-2026 年 12 月 31 日
承运日期：2026 年 4 月 1 日-2026 年 12 月 31 日",,,,
MU,MU,MU、Wi-Fi优享+里程优享,所有行程,P/B/M/E/K/L/N/R/S/V/T/Z( 产品代码：WFLCYX600,190,48,W4,KMG319,,,,,
MU,MU,MU、Wi-Fi优享+里程优享,所有行程,P/B/M/E/K/L/N/R/S/V/T/Z( 产品代码：WFLCYX1200,300,75,W5,KMG319,,,,,
MU,MU,GP 渠道 Wi-Fi 优享+里程优享,"东上航实际承运的含有机上互联服务网功能的国内直达航班（不适用于中转或经停）
",B/M/E/K/L/N/R/S/V/T/Z,110,28,GPW3,KMG319,"适用渠道：BSP
销售日期：不限
承运日期：2026 年 4 月 1 日-2026 年 12 月 31 日
适用航程：单程、往返程
适用客票：GP 客票   特殊退改规则：使用 GP WIFI+里程优享产品可享受航前 4
小时免费改期政策",后返,,,
MU,MU,GP 渠道 Wi-Fi 优享+里程优享,"东上航实际承运的含有机上互联服务网功能的国内直达航班（不适用于中转或经停）
",B/M/E/K/L/N/R/S/V/T/Z,190,48,GPW4,KMG319,,,,,
MU,MU,GP 渠道 Wi-Fi 优享+里程优享,"东上航实际承运的含有机上互联服务网功能的国内直达航班（不适用于中转或经停）
",B/M/E/K/L/N/R/S/V/T/Z,300,75,GPW5,KMG319,,,,,
MU,MU,MU、东航免费接送机调整,所有行程,"适用航线:昆明始发或到达东、上航实际承运国内单程、往返程、铁口程航班;
3、东航云南有限公司客户编号为47开头的两方和三方集（7月-9月调整K舱起免费接送）",300,125,,KMG319,,,,,
MU,MU,安心优享+,所有航线,C/D/Q/I/P/B/M/E/K/L/N/R/S/V/T/Z,99,25,BX,KMG319/KMG279/CTU152/SZX146,"销售渠道：BSP
销售日期：即日起至 2026 年 12 月 31 日。
承运日期：2026 年 4 月 1 日至 2026 年 12 月 31 日。
产品内容：在外放价格之上设置较高价格，旅客购买较高价格后可获赠航班综合保险（包含航空意外险、航班延误险）和东航商城优惠券。旅客购买“安心优享+”产品后，为乘机人投保，发放商城优惠券。投保信息的短信发到乘机人 CTCM手机号。商城优惠券可以用手机号绑定的会员账户或以手机号游客身份登录领取。商城优惠券有效期自发放之日开始算 90天有效。",,,,
MU,MU,MU国博优享,所有航线,"U/C/D/Q/I/W/P/B/M/E/K/L/N/R/S/V/T/Z
TC 项（GBYX）、FB 项（G5）",70-120,20,G5,KMG319,"销售日期：2025 年 9 月 3 日至 2026 年 6 月 30 日。
承运日期：2025 年 9 月 3 日至 2026 年 6 月 30 日。
行程类型：单程。",,有效,,
MU,MU,低碳优享,东航/上航实际承运国内单程/往返直达航班。,"B/M/E/K/L/N/R/S/V/T/Z(对产品价格超
过经济舱无折扣公布运价的情况进行拦截)",150,38,DX3,KMG319,"销售渠道：BSP
销售日期：即日起-2026 年 12 月 31 日。
承运日期：2026 年 4 月 1 日-2026 年 12 月 31 日。普通客票以 Farebasis 项后缀两位即 X2/X3 为识别代
号,GP 客票以后缀四位即 GPX2/GPX3 为识别代号",,有效,,
MU,MU,低碳优享,东航/上航实际承运国内单程/往返直达航班。,"B/M/E/K/L/N/R/S/V/T/Z(对产品价格超
过经济舱无折扣公布运价的情况进行拦截)",300,75,DX2,KMG319,,,,,
UQ,UQ,特惠行李,差异化航线,订E舱 联动V,100/120元（航线不同溢价金额不同）,10,EVVE*,KMG319/KMG279,提供 20KG 托运行李额、退改优惠,,有效,,
UQ,UQ,特惠行李,差异化航线,N,100/120元（航线不同溢价金额不同）,10,ENNE*,KMG319/KMG279,提供 20KG 托运行李额、退改优惠,,,,
UQ,UQ,特惠行李,差异化航线,A,100/120元（航线不同溢价金额不同）,10,EAAE*,KMG319/KMG279,提供 20KG 托运行李额、退改优惠,,,,
UQ,UQ,特惠行李,差异化航线,U,100/120元（航线不同溢价金额不同）,10,EUUE*,KMG319/KMG279,提供 20KG 托运行李额、退改优惠,,,,
UQ,UQ,特惠行李,差异化航线,T,100/120元（航线不同溢价金额不同）,10,ETTE*,KMG319/KMG279,提供 20KG 托运行李额、退改优惠,,,,
UQ,UQ,特惠行李,快线/精品航线,V,100/120元（航线不同溢价金额不同）,30,EVVB*,KMG319/KMG279,提供 20KG 托运行李额、退改优惠,,,,
UQ,UQ,特惠行李,快线/精品航线,N,100/120元（航线不同溢价金额不同）,30,ENNB*,KMG319/KMG279,提供 20KG 托运行李额、退改优惠,,,,
UQ,UQ,特惠行李,快线/精品航线,A,100/120元（航线不同溢价金额不同）,30,EAAB*,KMG319/KMG279,提供 20KG 托运行李额、退改优惠,,,,
UQ,UQ,特惠行李,快线/精品航线,U,100/120元（航线不同溢价金额不同）,30,EUUB*,KMG319/KMG279,提供 20KG 托运行李额、退改优惠,,,,
UQ,UQ,特惠行李,快线/精品航线,T,100/120元（航线不同溢价金额不同）,30,ETTB*,KMG319/KMG279,提供 20KG 托运行李额、退改优惠,,,,
UQ,UQ,特惠行李,不限,H,100/120元（航线不同溢价金额不同）,30,EHHB*,KMG319/KMG279,提供 20KG 托运行李额、退改优惠,,,,
UQ,UQ,特惠行李,不限,K,100/120元（航线不同溢价金额不同）,30,EKKB*,KMG319/KMG279,提供 20KG 托运行李额、退改优惠,,,,
UQ,UQ,特惠行李,不限,L,100/120元（航线不同溢价金额不同）,30,ELLB*,KMG319/KMG279,提供 20KG 托运行李额、退改优惠,,,,
UQ,UQ,特惠行李,不限,M,100/120元（航线不同溢价金额不同）,30,EMMB*,KMG319/KMG279,提供 20KG 托运行李额、退改优惠,,,,
UQ,UQ,特惠行李,不限,X,100/120元（航线不同溢价金额不同）,30,EXXB*,KMG319/KMG279,提供 20KG 托运行李额、退改优惠,,,,
UQ,UQ,超值积分,精品航线 额外积分加赠（400/800）,订E舱  JFA1/JFB1 V\N\Q/A\U\T\Z\Z1\Z2\Z3\Z4  PAT:A/ PAT:A#C@JFB1,赠400积分溢80元/赠800积分溢150元,20元/50元,JFA1/JFB1,KMG319/KMG279,"托运行李额： 20KG。
随身行李额： 体积不得超过 20*40*55 厘米， 重量不得超过 7 公斤。",,有效,,
UQ,UQ,积分乐享,H\K\L\M\X,订E舱  JFC1  PAT:A#C@JFC1,60元,20,JFC1,KMG319/KMG279,提供 20KG托运行李额，额外赠送400积分（加赠消费积分， 不作会员定级、 升保级使用）,,有效,,
UQ,UQ,积分乐享,V\N\Q/A\U\T\Z\Z1\Z2\Z3\Z4,订E舱  JFC1  PAT:A#C@JFC1,140,20,JFC1,KMG319/KMG279,提供 20KG托运行李额，额外赠送400积分（加赠消费积分， 不作会员定级、 升保级使用）,,有效,,
UQ,UQ,精品航线“智选经济舱”,所有航线,订W舱  H\K\L\M\X\V\N\Q\A\U\T\Z\Z1\Z2\Z3\Z4 运价标识：JPC1,精品智选：旺季上浮160元，除旺季外上浮120元,20元,JPC1,KMG319/KMG279,"（ 一） 优先登机服务。
（ 二） 客票变更手续费优惠（ 见退改签规定） 。
（ 三） 超大手提行李： 一件重量在 7 公斤（ 含） 以内， 体积不超过 20CM× 40CM× 55CM 的非托运行李。
（ 四） 基础消费积分： 10 元/10 积分。
（ 五） 额外积分奖励： 10 元/2 积分。 
（六）有单独的退票政策",,有效,,
UQ,UQ,精品航线“智选经济舱”,所有航线,订W舱 H\K\L\M\X\V\N\Q\A\U\T\Z\Z1\Z2\Z3\Z4   运价标识JPC1  PAT:A#C@JPGF,智选高返JPGF：上浮400元,200元,JPC1,KMG319/KMG279,"（ 一） 优先登机服务。
（ 二） 客票变更手续费优惠（ 见退改签规定） 。
（ 三） 超大手提行李： 一件重量在 7 公斤（ 含） 以内， 体积不超过 20CM× 40CM× 55CM 的非托运行李。
（ 四） 基础消费积分： 10 元/10 积分。
（ 五） 额外积分奖励： 10 元/2 积分。 
（六）有单独的退票政策",,有效,,
UQ,UQ,差异化航线“智选经济舱”,所有航线,订W舱  H/K/L/M/X  运价标识：WCCJ,旺季上浮160元，除旺季外上浮120元,20元,WCCJ,KMG319/KMG279,"（ 一） 优先登机服务。
（ 二） 客票变更手续费优惠（ 见退改签规定） 。
（ 三） 基础消费积分： 10 元/10 积分。
（ 四） 额外积分奖励： 10 元/2 积分。
（ 五） 免费托运行李额： 20KG。
（ 六） 超大手提行李： 一件重量在 7 公斤（ 含） 以内， 体积不超过 20CM× 40CM× 55CM。                              （七）有单独的退票政策",,有效,,
UQ,UQ,差异化航线“智选经济舱”,所有航线,订W舱  V/N/Q/A/U/T/Z/Z1/Z2/Z3/Z4  运价标识：WCCJ,智选经济 WCCJ:200元,40元,WCCJ,KMG319/KMG279,"（ 一） 优先登机服务。
（ 二） 客票变更手续费优惠（ 见退改签规定） 。
（ 三） 基础消费积分： 10 元/10 积分。
（ 四） 额外积分奖励： 10 元/2 积分。
（ 五） 免费托运行李额： 20KG。
（ 六） 超大手提行李： 一件重量在 7 公斤（ 含） 以内， 体积不超过 20CM× 40CM× 55CM。                              （七）有单独的退票政策",,有效,,
UQ,UQ,差异化航线“智选经济舱”,所有航线,订W舱  H\K\L\M\X\V\N\Q\A\U\T\Z\Z1\Z2\Z3\Z4，PAT:A#C@WCGF，运价标识：WCCJ,智选高返 WCGF：上浮400元,200元,WCCJ,KMG319/KMG279,"（ 一） 优先登机服务。
（ 二） 客票变更手续费优惠（ 见退改签规定） 。
（ 三） 基础消费积分： 10 元/10 积分。
（ 四） 额外积分奖励： 10 元/2 积分。
（ 五） 免费托运行李额： 20KG。
（ 六） 超大手提行李： 一件重量在 7 公斤（ 含） 以内， 体积不超过 20CM× 40CM× 55CM。                              （七）有单独的退票政策",,有效,,
UQ,UQ,优选公务舱,所有航线,I舱  Y/H/K/L/M/X/V/N/Q/A/U/T  运价标识：ICYJ,"航线YB<1500元，上浮Y35%;
1500元≤YB<2500元，上浮Y30%;
YB≥2500，上浮Y25%",50,ICYJ,KMG319/KMG279,"（ 一） 享受公务舱座位。
（ 二） 为旅客提供专属值机柜台。
（ 三） 优先行李服务。
（ 四） 优先安检通道。
（ 五） 优先登机服务。
（ 六） 行李额。
1.随身行李额： 每人可以随身携带两件物品； 每件体积不得超过 20*40*55 厘米， 每件重量不得超过 7 公斤。
2.托运行李额： 30KG。
（ 七） 金鹏俱乐部在常旅客系统设置乌鲁木齐航空“优选公务舱” I 舱产品积分累积规则， 金鹏会员购买此产品乘机后，可享受获得常规消费积分奖励。
（ 八） 出票单位应在购票环节提示旅客， 如旅客非金鹏会员， 需在乘机前注册为金鹏会员， 否则影响积分累积。 在线注册渠道： 金鹏官网 ffp.hnair.com（ 支持手机端） ， 旅客实际成行后， 积分将自动累积至金鹏会员账户。航线YB<1500元，上浮Y35%;
1500元≤YB<2500元，上浮Y30%;
YB≥2500，上浮Y25%",,有效,,
UQ,UQ,改期优享,差异化航线,适用舱位：Q 舱，联动H/K/L/M/X,90元,20元,QCY1,KMG319/KMG279,"运价基础：Q+定座时经
济舱即时开
放最低舱位+
即时开放最
低舱位运价
基础+上浮金
额，例 QXX90托运：20KG
手提：限一件， 体积不得超过 20*40*30 厘米， 重量不得超过 7 公斤、购买“改期优享”产品的旅客，可获赠
该机票在航班计划出港时间前 24 小时（含）以前，免出行日期
变更费的权益。",,有效,,
UQ,UQ,改期优享,差异化航线,适用舱位：Q 舱，联动V/N/A/U/T,130元,20元,QCY1,KMG319/KMG279,"运价基础：P9Q+定座时
经济舱即时
开放最低舱
位+即时开放
最低舱位运
价基础+上浮
金额,例
P9QVV130、行李10KG、行距2500 公
里（不
含）以
下",,有效,,
UQ,UQ,改期优享,差异化航线,适用舱位：Q 舱，联动V/N/A/U/T,150元,20元,QCY1,KMG319/KMG279,"运价基础：P9Q+定座时
经济舱即时
开放最低舱
位+即时开放
最低舱位运
价基础+上浮
金额,例
P9QVV150、行李10KG",,有效,,
UQ,UQ,改期优享,精品/快线航线,适用舱位：Q 舱，联动H/K/L/M/X/V/N/A/U/T,90元,20元,QCY1,KMG319/KMG279,"运价基础：Q+定座时经
济舱即时开
放最低舱位+
即时开放最
低舱位运价
基础+上浮金
额,例 QNN90、行李20KG、行距2500 公
里（不
含）以
上",,有效,,
UQ,UQ,微积分,所有航线,H\K\L\M\X\V\N\Q\A\U\T\Z\Z1\Z2\Z3\Z4  PAT:A#C@WJF1  运价标识：WJF1,30,15,WJF1,KMG319/KMG279,金鹏会员购买该产品额外加赠 100 金鹏会员积分（本产品奖励积分为消费积分， 不作会员定级、 升保级使用）。乌鲁木齐航空国内自营航班（ 包机及乌鲁木齐航空为市场方的代码共享航班除外）,,有效,,
UQ,UQ,畅翼行,"乌鲁木齐航空国内自营航班（包机、代码
共享航班除外）",H/K/L/M/X/V/N/A/U/T,30,15,CYX1,KMG319/KMG279,"适用销售渠道：乌鲁木齐航空所有签约代理（含签约 OTA），
直销渠道不适用、适用出票日期：自 2026 年 3 月 29 日起",,有效,,
UQ,UQ,畅翼行,"乌鲁木齐航空国内自营航班（包机、代码
共享航班除外）",H/K/L/M/X/V/N/A/U/T,50,25,CYA1,,,,,,
UQ,UQ,畅翼行,"乌鲁木齐航空国内自营航班（包机、代码
共享航班除外）",H/K/L/M/X/V/N/A/U/T,70,35,CYB1,,,,,,
UQ,UQ,畅翼行,"乌鲁木齐航空国内自营航班（包机、代码
共享航班除外）",H/K/L/M/X/V/N/A/U/T,170,80,CYC1,,,,,,
UQ,UQ,畅翼行,"乌鲁木齐航空国内自营航班（包机、代码
共享航班除外）",H/K/L/M/X/V/N/A/U/T,300,150,CYD1,,,,,,
UQ,UQ,畅翼行,"乌鲁木齐航空国内自营航班（包机、代码
共享航班除外）",H/K/L/M/X/V/N/A/U/T,500,300,CYE1,,,,,,
UQ,UQ,悦享经济舱,所有航线,W,330,30,WCY1,KMG319/KMG279,"航距≥2500、积分：额外3积分/10元
优先权益：优先登机
行李：30KG托运+超大手提行李
座位：前三排座位",,有效,,
UQ,UQ,悦享经济舱,所有航线,W,290,30,WCY1,,"2500＜ 航距≤1600、积分：额外3积分/10元
优先权益：优先登机
行李：30KG托运+超大手提行李
座位：前三排座位",,,,
UQ,UQ,悦享经济舱,所有航线,W,260,30,WCY1,,"1600＜ 航距≤800、积分：额外3积分/10元
优先权益：优先登机
行李：30KG托运+超大手提行李
座位：前三排座位",,,,
UQ,UQ,悦享经济舱,所有航线,W,230,30,WCY1,,"航距＜800、积分：额外3积分/10元
优先权益：优先登机
行李：30KG托运+超大手提行李
座位：前三排座位",,,,
UQ,UQ,悦享经济舱,所有航线,W,500,200,WCCG,,,,有效,,
UQ,UQ,舒享经济舱,"乌鲁木齐航空国内自营航班（包机及乌
鲁木齐航空为市场方的代码共享航班除外）",R舱H/K/L/M/X,淡季溢价100元,20,RCCJ,KMG319/KMG279,"优先权益：优先登机
行李:20KG行李额+超大手提行李
座位：前三排座位",,,,
UQ,UQ,舒享经济舱,"乌鲁木齐航空国内自营航班（包机及乌
鲁木齐航空为市场方的代码共享航班除外）",,旺季溢价120元,20,RCCJ,,,,,,
UQ,UQ,舒享经济舱,"乌鲁木齐航空国内自营航班（包机及乌
鲁木齐航空为市场方的代码共享航班除外）",R舱V/N/A/U/T,淡季溢价180元,20,RCCJ,,,,,,
UQ,UQ,舒享经济舱,"乌鲁木齐航空国内自营航班（包机及乌
鲁木齐航空为市场方的代码共享航班除外）",,旺季季溢价200元,20,RCCJ,,,,,,
UQ,UQ,舒享经济舱高舱高返,全航线,R舱,400,200,RCGF,,,,,,
UQ,UQ,,,,,,,,,,,,
UQ,UQ,,,,,,,,,,,,
UQ,UQ,,,,,,,,,,,,
