产品名称,航线,订座舱位,上浮价格,政策返点,产品代码,出票office,备注,产品有限期,none,source_sheet,none_2,none_3,none_4,none_5,none_6,none_7,none_8,none_9,none_10,none_11,none_12,none_13,none_14,none_15,none_16,none_17,上浮/下浮价格,政策返点（后返+车辆后返+代理费),票证类型
11、首都航空畅行无忧“机+X”,所有航线  PAT:A#C@PAS1,B/H/K/L/M/X/V/N/N1/A/A1/U/U1/T/T1/S/S1/S2 （产品代码PYQ1,100.0,50.0,PYQ1,KMG319/KMG279/CTU152/SZX146,"自愿退票：

1.该产品客票的订座舱位参照现行国内航班多等级舱位管理规定执行办理，以原舱位计算及收取退票费用",有效,,JD,,,,,,,,,,,,,,,,,,,
12、首飞有礼,所有航线,"产品权益：20KG 免费托运行李额（其中，在原舱位
H/K/L/M/X舱基础上增加 10KG 行李额，在原舱位V/N/A/U/T/R基础上增加 20KG 行李额）            （25年1月15日重要注意市场，产品必须用指令指令拼运价以及选择对应的运价）                   PAT A@?170",170.0,50.0,,KMG319/KMG279/CTU152/SZX146,BSP：PAT:A#CPAS1/ GP:PAT:A#CPAS1/CGP/CC,有效,,JD,,,,,,,,,,,,,,,,,,,
12、首飞有礼,所有航线,"产品权益：20KG 免费托运行李额（其中，在原舱位
H/K/L/M/X舱基础上增加 10KG 行李额，在原舱位V/N/A/U/T/R基础上增加 20KG 行李额）            （25年1月15日重要注意市场，产品必须用指令指令拼运价以及选择对应的运价）                   PAT A@?170",350.0,160.0,,KMG319/KMG279/CTU152/SZX146,BSP：PAT:A#CPBS1/ GP:PAT:A#CPBS1/CGP/CC,有效,,JD,,,,,,,,,,,,,,,,,,,
12、首飞有礼,所有航线,"产品权益：20KG 免费托运行李额（其中，在原舱位
H/K/L/M/X舱基础上增加 10KG 行李额，在原舱位V/N/A/U/T/R基础上增加 20KG 行李额）            （25年1月15日重要注意市场，产品必须用指令指令拼运价以及选择对应的运价）                   PAT A@?170",500.0,250.0,,KMG319/KMG279/CTU152/SZX146,BSP：PAT:A#CPCS1/ GP:PAT:A#CPCS1/CGP/CC,有效,,JD,,,,,,,,,,,,,,,,,,,
12、首飞有礼,所有航线,"产品权益：20KG 免费托运行李额（其中，在原舱位
H/K/L/M/X舱基础上增加 10KG 行李额，在原舱位V/N/A/U/T/R基础上增加 20KG 行李额）            （25年1月15日重要注意市场，产品必须用指令指令拼运价以及选择对应的运价）                   PAT A@?170",650.0,350.0,,KMG319/KMG279/CTU152/SZX146,BSP：PAT:A#CPDS1/ GP:PAT:A#CPDS1/CGP/CC,有效,,JD,,,,,,,,,,,,,,,,,,,
12、首飞有礼,所有航线,"产品权益：20KG 免费托运行李额（其中，在原舱位
H/K/L/M/X舱基础上增加 10KG 行李额，在原舱位V/N/A/U/T/R基础上增加 20KG 行李额）            （25年1月15日重要注意市场，产品必须用指令指令拼运价以及选择对应的运价）                   PAT A@?170",800.0,450.0,,KMG319/KMG279/CTU152/SZX146,BSP：PAT:A#CPES1/ GP:PAT:A#CPES1/CGP/CC,有效,,JD,,,,,,,,,,,,,,,,,,,
12、首飞有礼,所有航线,"产品权益：20KG 免费托运行李额（其中，在原舱位
H/K/L/M/X舱基础上增加 10KG 行李额，在原舱位V/N/A/U/T/R基础上增加 20KG 行李额）            （25年1月15日重要注意市场，产品必须用指令指令拼运价以及选择对应的运价）                   PAT A@?170",1000.0,600.0,,KMG319/KMG279/CTU152/SZX146,BSP：PAT:A#CPFS1/ GP:PAT:A#CPFS1/CGP/CC,有效,,JD,,,,,,,,,,,,,,,,,,,
12、首飞有礼,所有航线,"产品权益：20KG 免费托运行李额（其中，在原舱位
H/K/L/M/X舱基础上增加 10KG 行李额，在原舱位V/N/A/U/T/R基础上增加 20KG 行李额）            （25年1月15日重要注意市场，产品必须用指令指令拼运价以及选择对应的运价）                   PAT A@?170",1500.0,900.0,,KMG319/KMG279/CTU152/SZX146,BSP：PAT:A#CPGS1/ GP:PAT:A#CPGS1/CGP/CC,有效,,JD,,,,,,,,,,,,,,,,,,,
13、倍多分积分溢价,所有航线,"1.产品价格基于经济舱 B/H/K/L/M/X/V/N/A/U/T（含子舱
位）公布运价固定上浮",180.0,30.0,,KMG319/KMG279/CTU152/SZX146,PJF1   1200 积分,有效,,JD,,,,,,,,,,,,,,,,,,,
13、倍多分积分溢价,所有航线,"1.产品价格基于经济舱 B/H/K/L/M/X/V/N/A/U/T（含子舱
位）公布运价固定上浮",360.0,80.0,,KMG319/KMG279/CTU152/SZX146,PBF1    2000 积分,有效,,JD,,,,,,,,,,,,,,,,,,,
13、倍多分积分溢价,所有航线,"1.产品价格基于经济舱 B/H/K/L/M/X/V/N/A/U/T（含子舱
位）公布运价固定上浮",600.0,150.0,,KMG319/KMG279/CTU152/SZX146,PGF1    4000积分,有效,,JD,,,,,,,,,,,,,,,,,,,
14、免改添翼,所有航线（指定航线）西安进出港和异地航线，具体参照文件）,K/L/M/X/V/N/A/U/T/P/A1/U1/T1/P1,300.0,100.0,,KMG319/KMG279/CTU152/SZX146,MGTA1,有效,,JD,,,,,,,,,,,,,,,,,,,
14、免改添翼,所有航线（指定航线）西安进出港和异地航线，具体参照文件）,K/L/M/X/V/N/A/U/T/P/A1/U1/T1/P1,500.0,200.0,,KMG319/KMG279/CTU152/SZX146,MGTB1,有效,,JD,,,,,,,,,,,,,,,,,,,
14、免改添翼,所有航线（指定航线）西安进出港和异地航线，具体参照文件）,K/L/M/X/V/N/A/U/T/P/A1/U1/T1/P1,700.0,350.0,,KMG319/KMG279/CTU152/SZX146,MGTC1,有效,,JD,,,,,,,,,,,,,,,,,,,
往返无忧,所有航线  直减,H/K/L/M/X/  PWF3,0.03,350.0,PWF3,KMG319/KMG279/CTU152/SZX146,"提前天数：
需航班起飞前2天至12天内预订出票(不含起飞当天)销售日期:政策下发日起至2024年6月30日航班日期:2024年3月31日至2024年6月30日(不含2024年4月30日-5月5日)",有效,,JD,,,,,,,,,,,,,,,,,,,
往返无忧,所有航线  直减,V/N/A/U/T/R   PWF3,0.05,350.0,PWF3,KMG319/KMG279/CTU152/SZX146,"提前天数：
需航班起飞前2天至12天内预订出票(不含起飞当天)销售日期:政策下发日起至2024年6月30日航班日期:2024年3月31日至2024年6月30日(不含2024年4月30日-5月5日)",有效,,JD,,,,,,,,,,,,,,,,,,,
往返无忧,所有航线  直减,H/K/L/M/X/,0.06,350.0,,KMG319/KMG279/CTU152/SZX146,"提前天数：
需航班起飞前13天预订出票(不含起飞当天)          销售日期:政策下发日起至2024年6月30日航班日期:2024年3月31日至2024年6月30日(不含2024年4月30日-5月5日)",有效,,JD,,,,,,,,,,,,,,,,,,,
往返无忧,所有航线  直减,V/N/A/U/T/R   PWL3,0.1,350.0,PWL3,KMG319/KMG279/CTU152/SZX146,"提前天数：
需航班起飞前13天预订出票(不含起飞当天)          销售日期:政策下发日起至2024年6月30日航班日期:2024年3月31日至2024年6月30日(不含2024年4月30日-5月5日)",有效,,JD,,,,,,,,,,,,,,,,,,,
往返无忧,所有航线  直减,V/N/A/U/T/R   PWL3,0.1,350.0,PWL3,KMG319/KMG279/CTU152/SZX146,"提前天数：
需航班起飞前13天预订出票(不含起飞当天)          销售日期:政策下发日起至2024年6月30日航班日期:2024年3月31日至2024年6月30日(不含2024年4月30日-5月5日)",有效,,JD,,,,,,,,,,,,,,,,,,,
往返无忧,所有航线  直减,V/N/A/U/T/R   PWL3,0.1,350.0,PWL3,KMG319/KMG279/CTU152/SZX146,"提前天数：
需航班起飞前13天预订出票(不含起飞当天)          销售日期:政策下发日起至2024年6月30日航班日期:2024年3月31日至2024年6月30日(不含2024年4月30日-5月5日)",有效,,JD,,,,,,,,,,,,,,,,,,,
往返无忧,所有航线  直减,V/N/A/U/T/R   PWL3,0.1,350.0,PWL3,KMG319/KMG279/CTU152/SZX146,"提前天数：
需航班起飞前13天预订出票(不含起飞当天)          销售日期:政策下发日起至2024年6月30日航班日期:2024年3月31日至2024年6月30日(不含2024年4月30日-5月5日)",有效,,JD,,,,,,,,,,,,,,,,,,,
（内容由AI生成，仅供参考）,所有航线  直减,V/N/A/U/T/R   PWL3,0.1,350.0,PWL3,KMG319/KMG279/CTU152/SZX146,"提前天数：
需航班起飞前13天预订出票(不含起飞当天)          销售日期:政策下发日起至2024年6月30日航班日期:2024年3月31日至2024年6月30日(不含2024年4月30日-5月5日)",有效,,JD,,,,,,,,,,,,,,,,,,,
空中商务,公务舱（空中商务）,订I舱，产品代码：KZSW,"一档：320-650元
二档：470-800元","一档：40元
二档：150元",KZSW,KMG319/KMG279,"1.公务舱座位
2.公务舱餐饮（各航线食品种类有差异，请以实际提供为准）
3.品质客舱服务（特别赠送精美礼品包：包含16CM飞机模型、腰垫等，礼品包内容时有调整，以实际赠送内容为准）
4.30KG免费托运行李额
5.两件重量在7公斤（含）以内，尺寸不超过20CM×40CM×55CM的手提行李
6.金鹏会员积分（该积分为金鹏会员旅客专享，旅客需在乘机前注册为金鹏会员，否则影响积分累积。在线注册渠道：西部航空、金鹏俱乐部官网/手机端等）
7.特别提示：本产品不享受头等舱休息室、优先登机、优先值机、公务舱安检通道、贵宾摆渡车等地面服务权益
8.本产品儿童票价及增值权益与成人相同； 婴儿票价按照各航线现有标准执行，不享受产品对应的附加权益
9.产品非自愿退改签依照西部航空最新不正常航班管理相关规定执行，具体可详询航司热线95373",有效,,PN,,,,,,,,,,,,,,,,,,,
智选经济舱,智选经济舱（机+空中基础服务）,订舱R，产品代码：CJC,"一档：75-165元
二/三档：280/800元","一档：15元
二/三档：110/480元",CJC,KMG319/KMG279,"1.20KG免费托运行李额
2.一件重量7KG内且尺寸不超过20cm*40cm*55cm的非托运行李
3.免费赠送经济舱前三排座位（部分经济舱第2-3排座位空间与后排经济舱相同，具体请以乘机时实际情况为准）
4.金鹏会员积分（该积分为金鹏会员旅客专享，旅客需在乘机前注册为金鹏会员，否则影响积分累积。在线注册渠道：西部航空、金鹏俱乐部官网/手机端等）
5.航空意外险（由航司负责投保，详询航司热线95373）
6.儿童产品票价及增值权益与成人相同； 婴儿票价按照各航线现有标准执行，不享受产品对应的附加权益
7.本产品为西部航空经济舱产品，非自愿退改签按照经济舱规则处理，具体可详询航司热线95373",有效,,PN,,,,,,,,,,,,,,,,,,,
悦享经济舱,悦享经济舱（机+空中尊享服务）,订R舱，产品代码：CJC,"一档：85-195元
二档：290元
三档：800元","一档：20元
二档：110元
三档：480元",CJC,KMG319/KMG279,"1.20KG免费托运行李额
2.一件重量7KG内且尺寸不超过20cm*40cm*55cm的非托运行李
3.免费赠送经济舱前三排座位（部分经济舱第2-3排座位空间与后排经济舱相同，具体请以乘机时实际情况为准）
4.机上餐食或小吃、饮品（部分航线仅提供小吃，以实际提供为准）
5.金鹏会员积分（该积分为金鹏会员旅客专享，旅客需在乘机前注册为金鹏会员，否则影响积分累积。在线注册渠道：西部航空、金鹏俱乐部官网/手机端等）
6.航空意外险（由航司负责投保，详询航司热线95373）
7.儿童产品票价及增值权益与成人相同； 婴儿票价按照各航线现有标准执行，不享受产品对应的附加权益
8.本产品为西部航空经济舱产品，非自愿退改签按照经济舱规则处理，具体可详询航司热线95373",有效,"悦享经济舱产品提示：
（1）本产品适用于西部航空国内、国际/地区自营航线，具体请以实际查询为准。
（2）经济舱前三排座位（隔帘划分专属区域，打造独立、安静的客舱专区，因不同机型的座椅间距及靠背调节等有所差异，请以实际情况为准）。
（3）免费空中餐点：W/R舱可享受升级餐食或小吃、饮品一份（因响应局方颠簸治理的安全要求，部分航线仅提供小吃，具体请以实际提供为准）。
（4）行李权益：国内20KG、国际/地区30KG免费托运行李额及1件手提行李（重量在7kg以内，尺寸不超过20*40*55 CM）。
（5）W舱可免费享受一次始发站头等舱休息室（休息室权益需旅客前往值机柜台问询具体使用流程），其他地面权益因各机场服务保障能力和流程不同，最终请以机场提供为准。
（6）金鹏会员积分权益为金鹏俱乐部会员专享，可累计金鹏消费积分、定级积分及定级航段，需在乘机前登录西部航空或金鹏俱乐部官方网站/移动端完成会员注册并实际乘机后，将自动累计至您的金鹏会员账户。
（7）因本产品享受经济舱前三排专属区域座位，成人与随行儿童须购买同款产品才可一同就坐同区域座位。
（8）本产品为西部航空经济舱产品，非自愿退改签按照经济舱规则处理。
（9）本产品仅支持在销售界面直接购买，已购普通经济舱客票如需升级为本产品，需支付变更手续费及客票差价，具体可联系原出票地或西部航空呼叫中心95373咨询。
（10）西部航空有可能在法律允许的范围内对产品细则进行调整，若有变更请以最新查询为准。",PN,,,,,,,,,,,,,,,,,,,
悦享经济舱,智选经济舱（机+空中+地面尊享服务）,订W舱，产品代码：CJC,"一档：300元
二档：500元
三档：1100元","一档：40元
二档：200元
三档：660元",CJC,KMG319/KMG279,"1.20KG免费托运行李额
2. 一件重量7KG内且尺寸不超过20cm*40cm*55cm的非托运行李
3.免费赠送经济舱前三排座位（部分经济舱第2-3排座位空间与后排经济舱相同，具体请以乘机时实际情况为准）
4.机上餐食或小吃、饮品（部分航线仅提供小吃，以实际提供为准）
5.金鹏会员积分（该积分为金鹏会员旅客专享，旅客需在乘机前注册为金鹏会员，否则影响积分累积。在线注册渠道：西部航空、金鹏俱乐部官网/手机端等）
6.航空意外险（由航司负责投保，详询航司热线95373）
7.始发站头等舱休息室、优先值机、优先登机、优先提取行李（休息室权益需至值机柜台领取贵宾室休息卡或其他同等效用凭证，其他权益均以机场实际保障为准，三亚、宁波、秦皇岛、沈阳暂不提供优先登机服务，宁波、秦皇岛、沈阳暂不提供优先值机服务，长春、沈阳、哈密暂不提供优先行李提取服务）
8.儿童产品票价及增值权益与成人相同； 婴儿票价按照各航线现有标准执行，不享受产品对应的附加权益
9.本产品为西部航空经济舱产品，非自愿退改签按照经济舱规则处理，具体可详询航司热线95373",有效,,PN,,,,,,,,,,,,,,,,,,,
普通经济舱,特惠行李,订E舱，产品代码THXL,60-160元,10元,THXL,KMG319/KMG279,"1.20KG免费托运行李额
2.航空意外险（由航司负责投保，详询航司热线95373）
3.儿童产品票价及增值权益与成人相同； 婴儿票价按照各航线现有标准执行，不享受产品对应的附加权益
4.本产品为西部航空经济舱产品，非自愿退改签按照经济舱规则处理，具体可详询航司热线95373",有效,,PN,,,,,,,,,,,,,,,,,,,
普通经济舱,超惠行李,明折明扣舱  产品代码：CHXL,170.0,50.0,CHXL,KMG319/KMG279,"1.外放舱位基础上增加10KG免费托运行李额：
（1）H/K/L/M/X时30KG
（2）V/N/A/U/T/Z时10KG。
2.托运行李险（由航司负责投保，详询航司热线95373）
3.儿童产品票价及增值权益与成人相同； 婴儿票价按照各航线现有标准执行，不享受产品对应的附加权益
4.本产品为西部航空经济舱产品，非自愿退改签按照经济舱规则处理，具体可详询航司热线95373",有效,,PN,,,,,,,,,,,,,,,,,,,
普通经济舱,"超值权益 （机+权益
（高代理费）",明折明扣舱  产品代码：CZQY2,90.0,50.0,CZQY2,KMG319/KMG279,"1.产品权益随外放舱位，代理可结合自身资源优势提供红包或增值服务权益，不做强制要求。
2.儿童产品票价及增值权益与成人相同； 婴儿票价按照各航线现有标准执行
3.本产品为西部航空经济舱产品，非自愿退改签按照经济舱规则处理，具体可详询航司热线95373",有效,,PN,,,,,,,,,,,,,,,,,,,
普通经济舱,高舱高返（机+行李+权益（高代理费）,订E舱  产品代码：GCGF  X舱以上无产品运价，X舱以下才有产品价格,220.0,80.0,GCGF,KMG319/KMG279,"1.20KG免费托运行李额
2.代理可结合自身资源优势提供增值服务权益，不做强制要求。
3.儿童产品票价及增值权益与成人相同； 婴儿票价按照各航线现有标准执行，不享受产品对应的附加权益
4.本产品为西部航空经济舱产品，非自愿退改签按照经济舱规则处理，具体可详询航司热线95373",有效,,PN,,,,,,,,,,,,,,,,,,,
普通经济舱,高舱高返（机+行李+权益（高代理费）,订E舱  产品代码：GCGF  X舱以上无产品运价，X舱以下才有产品价格,350.0,175.0,GCGF,KMG319/KMG279,"1.20KG免费托运行李额
2.代理可结合自身资源优势提供增值服务权益，不做强制要求。
3.儿童产品票价及增值权益与成人相同； 婴儿票价按照各航线现有标准执行，不享受产品对应的附加权益
4.本产品为西部航空经济舱产品，非自愿退改签按照经济舱规则处理，具体可详询航司热线95373",有效,,PN,,,,,,,,,,,,,,,,,,,
普通经济舱,高舱高返（机+行李+权益（高代理费）,订E舱  产品代码：GCGF  X舱以上无产品运价，X舱以下才有产品价格,550.0,330.0,GCGF,KMG319/KMG279,"1.20KG免费托运行李额
2.代理可结合自身资源优势提供增值服务权益，不做强制要求。
3.儿童产品票价及增值权益与成人相同； 婴儿票价按照各航线现有标准执行，不享受产品对应的附加权益
4.本产品为西部航空经济舱产品，非自愿退改签按照经济舱规则处理，具体可详询航司热线95373",有效,,PN,,,,,,,,,,,,,,,,,,,
普通经济舱,高舱高返（机+行李+权益（高代理费）,订E舱  产品代码：GCGF  X舱以上无产品运价，X舱以下才有产品价格,750.0,450.0,GCGF,KMG319/KMG279,"1.20KG免费托运行李额
2.代理可结合自身资源优势提供增值服务权益，不做强制要求。
3.儿童产品票价及增值权益与成人相同； 婴儿票价按照各航线现有标准执行，不享受产品对应的附加权益
4.本产品为西部航空经济舱产品，非自愿退改签按照经济舱规则处理，具体可详询航司热线95373",有效,,PN,,,,,,,,,,,,,,,,,,,
普通经济舱,高舱高返（机+行李+权益（高代理费）,订E舱  产品代码：GCGF  X舱以上无产品运价，X舱以下才有产品价格,950.0,570.0,GCGF,KMG319/KMG279,"1.20KG免费托运行李额
2.代理可结合自身资源优势提供增值服务权益，不做强制要求。
3.儿童产品票价及增值权益与成人相同； 婴儿票价按照各航线现有标准执行，不享受产品对应的附加权益
4.本产品为西部航空经济舱产品，非自愿退改签按照经济舱规则处理，具体可详询航司热线95373",有效,,PN,,,,,,,,,,,,,,,,,,,
普通经济舱,退改无忧 （机+退改优惠）,订E舱  产品代码：TGWY,80-180元,20元,TGWY,KMG319/KMG279,"1.享24小时外免改期手续费一次
（1）航班计划出港时间 24 小时（含） 前首次改期免收变更手续费的权益。
（ 若超过以上时限或超出一次自愿变更，则收取对应变更费，若自愿变更存在票价差额需补齐）。
（2）本产品如变更至其他客票，变更后权益按变更后的舱位或产品规定执行，不再享受原票权益。
2.20公斤免费托运行李额。
3.儿童产品票价及增值权益与成人相同； 婴儿票价按照各航线现有标准执行，不享受产品对应的附加权益
4.本产品为西部航空经济舱产品，非自愿退改签按照经济舱规则处理，具体可详询航司热线95373",有效,,PN,,,,,,,,,,,,,,,,,,,
普通经济舱,优享积分（机+金鹏积分） ,明折明扣舱 产品代码：CXJF1,120元,30元,CXJF1,KMG319/KMG279,"1.赠送额外 800 金鹏会员消费积分
（1）旅客在购买本产品并实际成行后，在获得对应舱位原基础积分奖励的基础上,享受额外 800 金鹏会员消费积分。舱位的基础消费积分、 定级航段和定级积分标准，以及使用的其他规定以金鹏俱乐部发布的规则为准。
（2）该积分为金鹏会员旅客专享，如旅客非金鹏会员，需在乘机前注册为金鹏会员，否则影响积分累积。在线注册渠道：西部航空、金鹏俱乐部官网/微信号等。
（3）如有疑问可致电金鹏俱乐部客服热线 95339-8。
（4）本产品奖励的额外 800 消费积分不作为会员定级、升保级使用。
2.套餐中赠送的增值服务权益均不可单独退订。
3.儿童产品票价及增值权益与成人相同； 婴儿票价按照各航线现有标准执行，不享受产品对应的附加权益
4.本产品为西部航空经济舱产品，非自愿退改签按照经济舱规则处理，具体可详询航司热线95373",有效,,PN,,,,,,,,,,,,,,,,,,,
普通经济舱,政府公务机票（机+行李+退改优惠）,明折明扣舱：GP,"C/D/Y舱给予88折优惠；H/K/L/M/X/V/N舱给予95折优惠；
A/U/T舱无额外优惠。",/,,KMG319/KMG279,"1.免费托运行李：所有经济舱20KG/公务舱30KG
2.优惠退改（部分舱位）
3.代理需要有GP客票销售资质",有效,,PN,,,,,,,,,,,,,,,,,,,
海天无限产品（P舱一口价）,URC-CGO  适用航班PN6246,P舱固定价格,,,PGHLC100,KMG319/KMG279,起始航班日期2026/3/11  截止航班日期2026/3/28  出票截止日期2026/3/28  ,,,PN,,,,,,,,,,,,,,,,,,,
优享福卡（仅航司官网/小程序/AP）,机+卡券+行李,E,300元,,YXFK,KMG319/KMG279,"1.20KG免费托运行李额
2.乘机后获得面值200元京东E卡
3.京东E卡发放说明
（1）一般情况下，航司将在乘机之日起30日内核实产品信息主动发放（限工作日），如遇到节假日顺延。
（2）航司将以短信形式发放至旅客实名认证对应手机号。旅客需自航司发放之日起30天内按照短信提示内容领取卡券，逾期未领取将自动失效，视为自愿放弃，不再补发。
（3）京东E卡可在京东网站上购买自营商品或服务，须绑定京东账户后使用，具体使用细则以京东网站公布的最新适用条款为准。
（4）限持本产品客票实际乘机后发放。若客票变更至非优享福卡产品客票，将不予发放；若客票退票，将不予发放。
（5）本产品仅限西部航空实名认证用户为本人购买。
4.儿童产品票价及增值权益与成人相同；婴儿票价按照各航线现有经济舱标准执行，不享受产品对应的附加权益
5.本产品为西部航空经济舱产品，非自愿退改签按照经济舱规则处理，具体可详询航司热线95373",,,PN,,,,,,,,,,,,,,,,,,,
1、高返政策,所有航线,W舱   标识：GFFC,300.0,150.0,GFFC,KMG319/KMG279/CTU152,"1.订座舱位：W；
2.产品权益：
⑴免费托运行李额20KG；
⑵免费手提行李7KG；
⑶餐食（计划飞行时间≥1小时40分钟航段提供，部分特殊航段不适用，具体以销售界面提示为准)、饮品； 
⑷经济舱前三排座位；",有效,,FU福州,,,,,,,,,,,,,,,,,,,
1、高返政策,所有航线,W舱   标识：GFFC,400.0,200.0,GFFC,KMG319/KMG279/CTU152,"1.订座舱位：W；
2.产品权益：
⑴免费托运行李额20KG；
⑵免费手提行李7KG；
⑶餐食（计划飞行时间≥1小时40分钟航段提供，部分特殊航段不适用，具体以销售界面提示为准)、饮品； 
⑷经济舱前三排座位；",有效,,FU福州,,,,,,,,,,,,,,,,,,,
1、高返政策,所有航线,W舱   标识：GFFC,600.0,300.0,GFFC,KMG319/KMG279/CTU152,"1.订座舱位：W；
2.产品权益：
⑴免费托运行李额20KG；
⑵免费手提行李7KG；
⑶餐食（计划飞行时间≥1小时40分钟航段提供，部分特殊航段不适用，具体以销售界面提示为准)、饮品； 
⑷经济舱前三排座位；",有效,,FU福州,,,,,,,,,,,,,,,,,,,
1、高返政策,所有航线,W舱   标识：GFFC,900.0,450.0,GFFC,KMG319/KMG279/CTU152,"1.订座舱位：W；
2.产品权益：
⑴免费托运行李额20KG；
⑵免费手提行李7KG；
⑶餐食（计划飞行时间≥1小时40分钟航段提供，部分特殊航段不适用，具体以销售界面提示为准)、饮品； 
⑷经济舱前三排座位；",有效,,FU福州,,,,,,,,,,,,,,,,,,,
1、高返政策,所有航线,W舱   标识：GFFB,200.0,100.0,GFFB,KMG319/KMG279/CTU152,1.超值经济舱W舱所有权益2.代理人销售此产品，即可获得高返代理费奖励，并鼓励代理人给旅客配属其他额外权益,有效,,FU福州,,,,,,,,,,,,,,,,,,,
1、高返政策,所有航线,经济舱外放舱位:H/K/L/M/X/V/N/Q/A/U/T/Z/Z1/Z2/Z3/Z4                               产品代码：GFFA(标识*+GF180/GF260/GF400/GF600/GF900),100.0,40.0,GFFA,KMG319/KMG279/CTU152," 代理人销售此产品，即可获得高返代理费奖励，并鼓励代理人给旅客配属其他额外
权益",有效,,FU福州,,,,,,,,,,,,,,,,,,,
1、高返政策,所有航线,经济舱外放舱位:H/K/L/M/X/V/N/Q/A/U/T/Z/Z1/Z2/Z3/Z4                               产品代码：GFFA(标识*+GF180/GF260/GF400/GF600/GF900),150.0,60.0,GFFA,KMG319/KMG279/CTU152," 代理人销售此产品，即可获得高返代理费奖励，并鼓励代理人给旅客配属其他额外
权益",有效,,FU福州,,,,,,,,,,,,,,,,,,,
1、高返政策,所有航线,经济舱外放舱位:H/K/L/M/X/V/N/Q/A/U/T/Z/Z1/Z2/Z3/Z4                               产品代码：GFFA(标识*+GF180/GF260/GF400/GF600/GF900),200.0,100.0,GFFA,KMG319/KMG279/CTU152," 代理人销售此产品，即可获得高返代理费奖励，并鼓励代理人给旅客配属其他额外
权益",有效,,FU福州,,,,,,,,,,,,,,,,,,,
1、高返政策,所有航线,经济舱外放舱位:H/K/L/M/X/V/N/Q/A/U/T/Z/Z1/Z2/Z3/Z4                               产品代码：GFFA(标识*+GF180/GF260/GF400/GF600/GF900),300.0,150.0,GFFA,KMG319/KMG279/CTU152," 代理人销售此产品，即可获得高返代理费奖励，并鼓励代理人给旅客配属其他额外
权益",有效,,FU福州,,,,,,,,,,,,,,,,,,,
1、高返政策,所有航线,经济舱外放舱位:H/K/L/M/X/V/N/Q/A/U/T/Z/Z1/Z2/Z3/Z4                               产品代码：GFFA(标识*+GF180/GF260/GF400/GF600/GF900),400.0,200.0,GFFA,KMG319/KMG279/CTU152," 代理人销售此产品，即可获得高返代理费奖励，并鼓励代理人给旅客配属其他额外
权益",有效,,FU福州,,,,,,,,,,,,,,,,,,,
1、高返政策,所有航线,经济舱外放舱位:H/K/L/M/X/V/N/Q/A/U/T/Z/Z1/Z2/Z3/Z4                               产品代码：GFFA(标识*+GF180/GF260/GF400/GF600/GF900),600.0,300.0,GFFA,KMG319/KMG279/CTU152," 代理人销售此产品，即可获得高返代理费奖励，并鼓励代理人给旅客配属其他额外
权益",有效,,FU福州,,,,,,,,,,,,,,,,,,,
1、高返政策,所有航线,经济舱外放舱位:H/K/L/M/X/V/N/Q/A/U/T/Z/Z1/Z2/Z3/Z4                               产品代码：GFFA(标识*+GF180/GF260/GF400/GF600/GF900),900.0,450.0,GFFA,KMG319/KMG279/CTU152," 代理人销售此产品，即可获得高返代理费奖励，并鼓励代理人给旅客配属其他额外
权益",有效,,FU福州,,,,,,,,,,,,,,,,,,,
2、机+X类溢价,所有航线（优享积分）,外放舱位：标识 FJFA,60.0,10.0,FJFA,KMG319/KMG279/CTU152,额外400消费积分,有效,,FU福州,,,,,,,,,,,,,,,,,,,
2、机+X类溢价,所有航线（优享积分）,外放舱位：标识  FJFB,120.0,20.0,FJFB,KMG319/KMG279/CTU152,额外800消费积分,有效,,FU福州,,,,,,,,,,,,,,,,,,,
2、机+X类溢价,所有航线（优享积分）,外放舱位：标识  FJFC,180.0,30.0,FJFC,KMG319/KMG279/CTU152,额外1200消费积分,有效,,FU福州,,,,,,,,,,,,,,,,,,,
2、机+X类溢价,所有航线  哈尔滨通达,外放舱位：标识 HRBTD,300.0,180.0,HRBTD,KMG319/KMG279/CTU152,哈尔滨进出港接送机,有效,,FU福州,,,,,,,,,,,,,,,,,,,
3、传统溢价,超值经济舱,订:W舱   ZUNX,130.0,15.0,ZUNX,KMG319/KMG279/CTU152,"1.经济舱前三排座位
2.机上餐食(计划飞行时间>100分钟)
3.退改手续费优惠",有效,,FU福州,,,,,,,,,,,,,,,,,,,
3、传统溢价,超值经济舱,订:W舱   ZUNX,130.0,15.0,ZUNX,KMG319/KMG279/CTU152,"1.经济舱前三排座位
2.机上餐食(计划飞行时间>100分钟)
3.退改手续费优惠",有效,,FU福州,,,,,,,,,,,,,,,,,,,
3、传统溢价,超值经济舱,订:W舱   ZUNX,130.0,15.0,ZUNX,KMG319/KMG279/CTU152,"1.经济舱前三排座位
2.机上餐食(计划飞行时间>100分钟)
3.退改手续费优惠",有效,,FU福州,,,,,,,,,,,,,,,,,,,
3、传统溢价,超值经济舱,订:W舱   ZUNX,130.0,15.0,ZUNX,KMG319/KMG279/CTU152,"1.经济舱前三排座位
2.机上餐食(计划飞行时间>100分钟)
3.退改手续费优惠",有效,,FU福州,,,,,,,,,,,,,,,,,,,
