产品名称,航线,订座舱位,上浮价格,政策返点,产品代码,票证类型,出票OFFICE,备注,产品有限期,航司结算方式,Unnamed: 11,Unnamed: 12,Unnamed: 13,Unnamed: 14,Unnamed: 15,Unnamed: 16,Unnamed: 17,Unnamed: 18,Unnamed: 19,Unnamed: 20,Unnamed: 21,Unnamed: 22,Unnamed: 23,Unnamed: 24,Unnamed: 25,Unnamed: 26,上浮/下浮价格,政策返点（后返+车辆后返+代理费),上浮价格/直减,结算方式
CZ保险加享、航班日期自4.1起,全国航线：3天境内旅行保障,P/B/M/H/K/U/A/L/Q/E/V/Z/T,30.0,,*YXKAAIF,GP/BSP/B2B,KMG319/KMG279/CTU152/SZX146,保3天的旅行意外伤害、高风险运动、医疗救援、银行卡盗抢等,2026.4.1-2026.12.31,定额+后返,,,,,,,,,,,,,,,,,,7,,
CZ保险加享、航班日期自4.1起,全国航线：航意保障,P/B/M/H/K/U/A/L/Q/E/V/Z/T,30.0,,*YXKAAIB,GP/BSP/B2B,KMG319/KMG279/CTU152/SZX146,航意650万、医疗15万。,2026.4.1-2026.12.31,定额+后返,,,,,,,,,,,,,,,,,,7,,
CZ团队加享、航班日期自4.1起,全国航线：团队权益包加享,G,,,G*******TA,B2B,,10KG额外行李额度,2026.4.1-2026.12.31,定额+后返,,,,,,,,,,,,,,,,,,75,,
CZ团队加享、航班日期自4.1起,全国航线：团队里程加享,G,,,G******TT*,B2B,,1元里程(5里程),2026.4.1-2026.12.31,定额+后返,,,,,,,,,,,,,,,,,,0.25,,
CZ团队加享、航班日期自4.1起,全国航线：团队里程加享,G,,,G*******TC,B2B,,300里程,2026.4.1-2026.12.31,定额+后返,,,,,,,,,,,,,,,,,,17.5,,
CZ团队加享、航班日期自4.1起,全国航线：团队里程加享,G,,,G*******TD,B2B,,500里程,2026.4.1-2026.12.31,定额+后返,,,,,,,,,,,,,,,,,,25,,
CZ团队加享、航班日期自4.1起,全国航线：团队里程加享,G,,,G*******TE,B2B,,1000里程,2026.4.1-2026.12.31,定额+后返,,,,,,,,,,,,,,,,,,50,,
CZ团队加享、航班日期自4.1起,全国航线：团队里程加享,G,,,G*******TF,B2B,,1500里程,2026.4.1-2026.12.31,定额+后返,,,,,,,,,,,,,,,,,,75,,
CZ团队加享、航班日期自4.1起,全国航线：团队里程加享,G,,,G*******TG,B2B,,2000里程,2026.4.1-2026.12.31,定额+后返,,,,,,,,,,,,,,,,,,100,,
CZ团队加享、航班日期自4.1起,全国航线：国内航意航延综合保障,G,,,G*******BB,B2B,,航意400-700万、医疗5-15万、航延2小时起赔最高赔600、返航或备降赔300。,2026.4.1-2026.12.31,定额+后返,,,,,,,,,,,,,,,,,,2026/10/17,,
CZ团队加享、航班日期自4.1起,全国航线：7天交通意外保障,G,,,G*******BC,B2B,,航意300-1000万、医疗5-10万、火车/轮船意外100-150万、汽车意外20-50万。,2026.4.1-2026.12.31,定额+后返,,,,,,,,,,,,,,,,,,2026/7/15,,
CZ团队加享、航班日期自4.1起,全国航线：国内行李保障,G,,,G*******BD,B2B,,托运行李损失/丢失0.5-5万、行李延误1000元、航意50万。,2026.4.1-2026.12.31,定额+后返,,,,,,,,,,,,,,,,,,2026/6/25,,
CZ团队加享、航班日期自4.1起,全国航线：境内旅行综合保障,G,,,G*******BE,B2B,,航意200万、高风险运动40万、医疗6万、第三者责任5万等。,2026.4.1-2026.12.31,定额+后返,,,,,,,,,,,,,,,,,,2026/12/25,,
CZ团队加享、航班日期自4.1起,全国航线：团队升舱加享,G,,,G******U*,B2B,,享受明珠经济舱升舱权益,2026.4.1-2026.12.31,定额+后返,,,,,,,,,,,,,,,,,,20-400,,
CZ-GP加享、航班日期自4.1起,全国航线：100里程旅行套餐,W/C/Y/P/B/M/H/K/U/A/L/Q/E/V/Z/T,30.0,,*YDLAAMA,GP/BSP,KMG319/KMG279/CTU152/SZX146,100里程,2026.4.1-2026.12.31,定额+后返,,,,,,,,,,,,,,,,,,7,,
CZ-GP加享、航班日期自4.1起,全国航线：500里程旅行套餐,W/C/Y/P/B/M/H/K/U/A/L/Q/E/V/Z/T,100.0,,*YDLAAMG,GP/BSP,KMG319/KMG279/CTU152/SZX146,500里程,2026.4.1-2026.12.31,定额+后返,,,,,,,,,,,,,,,,,,25,,
CZ-GP加享、航班日期自4.1起,全国航线：800里程旅行套餐,W/C/Y/P/B/M/H/K/U/A/L/Q/E/V/Z/T,120.0,,*YDLACMD,GP/BSP,KMG319/KMG279/CTU152/SZX146,800里程,2026.4.1-2026.12.31,定额+后返,,,,,,,,,,,,,,,,,,30,,
CZ-GP加享、航班日期自4.1起,全国航线：1000里程旅行套餐,W/C/Y/P/B/M/H/K/U/A/L/Q/E/V/Z/T,200.0,,*YDLAAMC,GP/BSP,KMG319/KMG279/CTU152/SZX146,1000里程,2026.4.1-2026.12.31,定额+后返,,,,,,,,,,,,,,,,,,50,,
CZ-GP加享、航班日期自4.1起,全国航线：1500里程旅行套餐,W/C/Y/P/B/M/H/K/U/A/L/Q/E/V/Z/T,300.0,,*YDLAAMH,GP/BSP,KMG319/KMG279/CTU152/SZX146,1500里程,2026.4.1-2026.12.31,定额+后返,,,,,,,,,,,,,,,,,,75,,
CZ-GP加享、航班日期自4.1起,全国航线：2000里程旅行套餐,W/C/Y/P/B/M/H/K/U/A/L/Q/E/V/Z/T,400.0,,*YDLAAMD,GP/BSP,KMG319/KMG279/CTU152/SZX146,2000里程,2026.4.1-2026.12.31,定额+后返,,,,,,,,,,,,,,,,,,100,,
CZ-GP加享、航班日期自4.1起,全国航线：300里程+选座权益包,W/C/Y/P/B/M/H/K/U/A/L/Q/E/V/Z/T,130.0,,*YDLAAMS,GP/BSP,KMG319/KMG279/CTU152/SZX146,300里程，优先选择前排座位权益,2026.4.1-2026.12.31,定额+后返,,,,,,,,,,,,,,,,,,32,,
CZ-GP加享、航班日期自4.1起,全国航线：300里程+明珠舱升舱,Y/P/B/M/H/K/U,320.0,,*YDLAAUC,GP/BSP,KMG319/KMG279/CTU152/SZX146,额外获赠300里程和明珠经济舱升舱权益,2026.4.1-2026.12.31,定额+后返,,,,,,,,,,,,,,,,,,80,,
CZ-GP加享、航班日期自4.1起,全国航线：退改无忧,Y/P/B/M/H/K/U/A/L/Q/E/V/Z/T,160.0,,*YDLAARG,GP/BSP,KMG319/KMG279/CTU152/SZX146,"1.客票有效期内，24小时（含）前免费退票手续费1次，加价金额不退；24小时后按正常退改规则计算手续费。
2.客票有效期内，4小时前免变更手续费；4小时后按正常退改规则计算手续费。
3.赠送300万元航空意外身故及伤残保障，保险期间为客票当次航班。",2026.4.1-2026.12.31,定额+后返,,,,,,,,,,,,,,,,,,40,,
CZ-DK加享、航班日期自4.1起,全国航线：100里程旅行套餐,P/B/M/H/K/U/A/L/Q/E/V/Z/T,,,*YDHABMA,GP/BSP/B2B,KMG319/KMG279/CTU152/SZX146,100里程,2026.4.1-2026.12.31,定额+后返,,,,,,,,,,,,,,,,,,7,,
CZ-DK加享、航班日期自4.1起,全国航线：300里程旅行套餐,P/B/M/H/K/U/A/L/Q/E/V/Z/T,,,*YDHABMB,GP/BSP/B2B,KMG319/KMG279/CTU152/SZX146,300里程,2026.4.1-2026.12.31,定额+后返,,,,,,,,,,,,,,,,,,17,,
CZ-DK加享、航班日期自4.1起,全国航线：500里程旅行套餐,P/B/M/H/K/U/A/L/Q/E/V/Z/T,,,*YDHABMD,GP/BSP/B2B,KMG319/KMG279/CTU152/SZX146,500里程,2026.4.1-2026.12.31,定额+后返,,,,,,,,,,,,,,,,,,25,,
CZ-DK加享、航班日期自4.1起,全国航线：1000里程旅行套餐,P/B/M/H/K/U/A/L/Q/E/V/Z/T,,,*YDHABME,GP/BSP/B2B,KMG319/KMG279/CTU152/SZX146,1000里程,2026.4.1-2026.12.31,定额+后返,,,,,,,,,,,,,,,,,,50,,
CZ-DK加享、航班日期自4.1起,全国航线：1500里程旅行套餐,P/B/M/H/K/U/A/L/Q/E/V/Z/T,,,*YDHABMF,GP/BSP/B2B,KMG319/KMG279/CTU152/SZX146,1500里程,2026.4.1-2026.12.31,定额+后返,,,,,,,,,,,,,,,,,,75,,
CZ-DK加享、航班日期自4.1起,全国航线：2000里程旅行套餐,C/P/B/M/H/K/U/A/L/Q/E/V/Z/T,,,*YDHABMC,GP/BSP/B2B,KMG319/KMG279/CTU152/SZX146,2000里程,2026.4.1-2026.12.31,定额+后返,,,,,,,,,,,,,,,,,,100,,
CZ-DK加享、航班日期自4.1起,全国航线：300里程+选座权益包,P/B/M/H/K/U/A/L/Q/E/V/Z/T,,,*YDKAAMS,GP/BSP/B2B,KMG319/KMG279/CTU152/SZX146,300里程，优先选择前排座位权益,2026.4.1-2026.12.31,定额+后返,,,,,,,,,,,,,,,,,,32,,
CZ-DK加享、航班日期自4.1起,全国航线：变更旅行套餐,P/B/M/H/K/U/A/L/Q/E/V/Z/T,,,*YDKABGA,GP/BSP/B2B,KMG319/KMG279/CTU152/SZX146,在航班预计离站时间前4小时（含）前自愿变更，免收自愿变更费,2026.4.1-2026.12.31,定额+后返,,,,,,,,,,,,,,,,,,37,,
CZ里程/积分加享,明珠舱300里程加享,P/B/M/H/K/U,320.0,,*YXHAAUC,GP/BSP,KMG319/KMG279/CTU152/SZX146,BSP B2B,有效,定额+后返,,,,,,,,,,,,,,,,,,128,,
CZ退改加享,金牌退改,C/D/I/P/B/M/H/K/U/A/L/Q,400.0,,*YXKABRG,GP/BSP/B2B,KMG319/KMG279/CTU152/SZX146,"1.航班起飞前4小时以外变更，免收变更手续费，正常收取票价差；4小时以内变更，按客票使用规则收取变更手续费。
2.航班起飞前24小时以外退票，免收退票手续费；24小时以内退票，按客票使用规则收取退票手续费。",有效,定额+后返,,,,,,,,,,,,,,,,,,,,
CZ退改加享,金牌退改,C/D/I/P/B/M/H/K/U/A/L/Q,200.0,,*YXKACRG,GP/BSP/B2B,KMG319/KMG279/CTU152/SZX146,"1.航班起飞前4小时以外变更，免收变更手续费，正常收取票价差；4小时以内变更，按客票使用规则收取变更手续费。
2.航班起飞前24小时以外退票，免收退票手续费；24小时以内退票，按客票使用规则收取退票手续费。
3.客票成行后赠3000里程。",有效,定额+后返,,,,,,,,,,,,,,,,,,80,,
CZ退改加享,退票优惠,P/B/M/H/K/U/A/L/Q,160.0,,*YXKAARD,GP/BSP/B2B,KMG319/KMG279/CTU152/SZX146,航班预计离站时间前72小时（含）前，仅收取“退票优惠”产品加价部分作为优惠定额退票费。,有效,定额+后返,,,,,,,,,,,,,,,,,,65,,
CZ指定航线里程旅行套餐,100里程,B/M/H/U/A/L/E/V/Z/T/N,100.0,,,GP/BSP/B2B,KMG319/KMG279/CTU152/SZX146,全渠道,有效,定额+后返,,,,,,,,,,,,,,,,,,40,,
CZ指定航线里程旅行套餐,500里程,B/M/H/U/A/L/E/V/Z/T/N,,,,GP/BSP/B2B,KMG319/KMG279/CTU152/SZX146,全渠道,有效,定额+后返,,,,,,,,,,,,,,,,,,90,,
CZ权益包加享,行李加享,P/B/M/H/K/U/A/L/Q/E/V/Z,80.0,,*YXLAABD,GP/BSP/B2B,KMG319/KMG279/CTU152/SZX146,5KG额外行李额度,有效,定额+后返,,,,,,,,,,,,,,,,,,30,,
CZ权益包加享,全国航线：里程行李加享,P/B/M/H/K/U/A/L/Q/E/V/Z,150.0,,*YXLAAMA,GP/BSP/B2B,KMG319/KMG279/CTU152/SZX146,500里程+5KG额外行李额,有效,定额+后返,,,,,,,,,,,,,,,,,,60,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1、增值经济舱Q舱,所有航线,Q舱  GQQ1,,60,GQQ1,,KMG319/KMG279/CTU152/SZX146,"权益:
-前排座位:经济舱前三排座位;()餐食权益:免费机上餐点一份行李权益:免费托运行李额20KG及1件手提行李(7KG20*40*55cm)
(四) Q无代金券
(五)地面权益:为旅客提供登机口优先登机服务(可享受城市: 北京大兴、西安青岛、海口、丽江、杭州、石家庄出港航班，其他城市暂未开通)(六) 额外积分奖励如果乘客为金鹏会员(积分累积仅限金鹏会员旅客)，购票后除基础消费累积8积分110元以外，可额外累积3积分/10元，共11积分/10元: 定级航段为1。(七)自愿改期、退票手续费优惠:(八)免费提供行程单快递服务(仅限首航官网、首航APP、首航官方旗舰店、首航呼叫中心渠道)。",有效,,,,,,,,,,,,,,,,,,,,上浮16%-20%,
2、商旅优选Q舱,所有航线,Q PXQ1,,10/70,PXQ1,,KMG319/KMG279/CTU152/SZX146,基于Q舱代理费上浮10元/段(70元/段）,有效,,,,,,,,,,,,,,,,,,,,上浮16%-20%,
3、超值经济舱W舱,所有航线,R-K 超值经济舱W(PCJ1),,80,PCJ1,,KMG319/KMG279/CTU152/SZX146,"权益:
-前排座位:经济舱前三排座位(餐食权益:免费机上餐点一份:(三)行李权益:免费托运行李额20KG及1件手提行李(7KG,20*40*55cm)(四)50元国内机票代金券(仅限现官网、公众号、APP/H5等自有渠道购买旅客)(五)地面权益:旅客出行可享受专属值机柜台、优先登机、公务舱贵宾室及优先行李提取相关地面保障服务 (可享受城市: 北京大兴、西安、青岛、海口、丽江、杭州、石家庄出港航班，其他城市暂未开通)(六)额外积分奖励如果乘客为金鹏会员(积分累积仅限金鹏会员旅客)，购票后除基础消费累积8积分110元以外，可额外累积3积分/10元，共11积分/10元; 定级航段为1(七)自愿改期、退票手续费优惠(八)免费提供行程单快递服务 (仅限首航官网、首航APP、首航官方旗舰店、首航呼叫中心渠道)。",有效,,,,,,,,,,,,,,,,,,,,上浮YB24%-25%,
3、超值经济舱W舱,所有航线,商旅优选W舱  PXW1,,10,PXW1,,KMG319/KMG279/CTU152/SZX146,经济舱外放溢价25折左右，提供前三排及餐食、行李及其他地面权益;代理费:80元/航段,有效,,,,,,,,,,,,,,,,,,,,上浮YB24%-25%,
3、超值经济舱W舱,所有航线,超订团队W舱  PCW1,,10,PCW1,,KMG319/KMG279/CTU152/SZX146,基于W舱代理费上浮10元/段,有效,,,,,,,,,,,,,,,,,,,,上浮YB24%-25%,
4、“特惠行李”E,所有航线,E舱  PYE1（包含H/K/L/M/X//N/A/U/T/R 舱位。                                              航线：北京大兴进出港,,10元,PYE1,,KMG319/KMG279/CTU152/SZX146,"当外放最低散客舱位价格为 X 舱（不含）以下时，上浮XX 元,上浮后运价以使用 PAT：A 指令系统自动获取为准，详见下发的产品销售政策。
注：E 舱价格是以该航班经济舱外放最低散客基础舱位
价格上上浮，且 E 舱价格不得高于经济舱公布普通票价。（一）行李权益：旅客可享受 20KG 免费托运行李额及 1
件手提行李（规格为 7KG，20×30×40cm）。
（二）退改优惠权益：自愿改期、退票手续费优惠（详
见自愿改期、退票条款）。",有效,,,,,,,,,,,,,,,,,,,,上浮50元,
5、特惠行李E舱,所有航线,运价代码：PYE1,,10元/35元,PYE1,,KMG319/KMG279/CTU152/SZX146,根据航段不同，溢价不同，提供20KG托运行李,有效,,,,,,,,,,,,,,,,,,,,上浮50元,
6、商旅优选E舱,所有航线,运价标识：PXE1,,10,PXE1,,KMG319/KMG279/CTU152/SZX146,基于E舱代理费上浮10元/段,有效,,,,,,,,,,,,,,,,,,,,上浮50元,
7、优享变更,所有航线,运价标识：PTGH1,,40,PTGH1,,KMG319/KMG279/CTU152/SZX146,外放溢价150元，提供免变更费服务权益,有效,航司结算方式,,,,,,,,,,,,,,,,,,,150,
8、首悦经济舱 P 舱产品,所有航线,订P舱  PPC1/PPC3  （N-B）,,0,PPC1/PPC3,,KMG319/KMG279/CTU152/SZX146,"免费托运行李额：参照下浮前原舱位规定（V\N 舱行李额为
0，其他舱位 10KG,如有运价调整，参见最新运价公布）；                                         4小时含以内100%，4小时-72小时85%，有单独文件客规，参照文件执行",有效,,,,,,,,,,,,,,,,,,,,下浮2%-4%,
9、超值公务舱,所有航线,订Z舱 （PYY1）,,20,PYY1,,KMG319/KMG279/CTU152/SZX146,"1、经济舱联动上浮，适用舱位:Y/H/K/L/M/X/V/N/A/U/T;
2、服务同正价公务舱服务(地面、空中均适用);
3、代理费:20元/段;
4、行李:手提:2件、7KG/件:托运:30KG:
5、有消费积分。",有效,,,,,,,,,,,,,,,,,,,,下浮2%-4%,
10、空中公务舱I,所有航线,订I舱  （PLX1）,,20,PLX1,,KMG319/KMG279/CTU152/SZX146,"1、经济舱联动上浮，适用舱位:Y/H/K/L/M/X/V/N/A/U/T;
2、机上享受公务舱服务，地面不享受;
3、代理费:20元/段;
4、行李:手提:2件、7KG/件;托运:30KG。
5、有消费积分。",有效,,,,,,,,,,,,,,,,,,,,下浮2%-4%,
11、首都航空畅行无忧“机+X”,所有航线 ,H/K/L/M/X/V/N/A/U/T,,20,PYR1,,KMG319/KMG279/CTU152/SZX146,"自愿退票：

1.该产品客票的订座舱位参照现行国内航班多等级舱位管理规定执行办理，以原舱位计算及收取退票费用",有效,,,,,,,,,,,,,,,,,,,,30,
11、首都航空畅行无忧“机+X”,所有航线  ,H/K/L/M/X/V/N/A/U/T,,40,PYQ1,,KMG319/KMG279/CTU152/SZX146,"自愿退票：

1.该产品客票的订座舱位参照现行国内航班多等级舱位管理规定执行办理，以原舱位计算及收取退票费用",有效,前返,,,,,,,,,,,,,,,,,,,60,
12、首都航空畅行无忧“机+X”,所有航线,H/K/L/M/X/V/N/A/U/T,,70,PYU1,,KMG319/KMG279/CTU152/SZX146,"“票价级别/客票类别”（FARE BASIS）栏：订座舱位+
产品代码+上浮固定金额。如：N（订座舱位）+产品代码
PYQ1+100（上浮金额）（例：NPYQ1100）。",有效,,,,,,,,,,,,,,,,,,,,100,
12、首飞有礼,所有航线,"产品权益：20KG 免费托运行李额（其中，在原舱位
H/K/L/M/X舱基础上增加 10KG 行李额，在原舱位V/N/A/U/T/R基础上增加 20KG 行李额）            （25年1月15日重要注意市场，产品必须用指令指令拼运价以及选择对应的运价）                   PAT A@?170",,50,PAS1,,KMG319/KMG279/CTU152/SZX146,BSP：PAT:A#CPAS1/ GP:PAT:A#CPAS1/CGP/CC,有效,,,,,,,,,,,,,,,,,,,,170,
12、首飞有礼,所有航线,"产品权益：20KG 免费托运行李额（其中，在原舱位
H/K/L/M/X舱基础上增加 10KG 行李额，在原舱位V/N/A/U/T/R基础上增加 20KG 行李额）            （25年1月15日重要注意市场，产品必须用指令指令拼运价以及选择对应的运价）                   PAT A@?170",,160,PBS1,,KMG319/KMG279/CTU152/SZX146,BSP：PAT:A#CPBS1/ GP:PAT:A#CPBS1/CGP/CC,有效,前返,,,,,,,,,,,,,,,,,,,350,
12、首飞有礼,所有航线,"产品权益：20KG 免费托运行李额（其中，在原舱位
H/K/L/M/X舱基础上增加 10KG 行李额，在原舱位V/N/A/U/T/R基础上增加 20KG 行李额）            （25年1月15日重要注意市场，产品必须用指令指令拼运价以及选择对应的运价）                   PAT A@?170",,250,PCS1,,KMG319/KMG279/CTU152/SZX146,BSP：PAT:A#CPCS1/ GP:PAT:A#CPCS1/CGP/CC,有效,前返,,,,,,,,,,,,,,,,,,,500,
