航司,产品名称,航线,订座舱位,上浮价格,前返计算方式 ,前返计算值,后返计算方式,后返计算值,定额代理费,运价标识,票证类型,出票OFFICE,备注,有效及截止日期,创建人,创建时间,,,,,,,,,,,,,,
ZH,ZH销售平台散客已上线商务如意行产品,全部航线（B2B）系统出票,S-M舱，Q/V/W/S,140,固定值,88,,,,JGB140,BSP/GP,KMG319/KMG279/CTU152/SZX146,"1.运价级别为JGB140
2.运价基础JGB160
",有效,,,,,,,,,,,,,,,,
ZH,ZH销售平台散客已上线商务如意行产品,全部航线（B2B）系统出票,M/U舱,140,固定值,95,,,,JGB140,BSP/GP,KMG319/KMG279/CTU152/SZX146,"1.运价级别为JGB140
2.运价基础JGB160
",有效,,,,,,,,,,,,,,,,
ZH,ZH销售平台散客已上线商务如意行产品,全部航线（B2B）系统出票,公务舱直加160,160,固定值,110,,,,JGB160,BSP/GP,KMG319/KMG279/CTU152/SZX146,"1.运价级别为JGB140
2.运价基础JGB160
",有效,,,,,,,,,,,,,,,,
ZH,ZH鹏程万里,所有航线,M/M1/U,100,固定值,55,,,,*/JGL100,BSP/GP,KMG319/KMG279/CTU152/SZX146,*/JGL100（赠送300额外里程）,有效,,,,,,,,,,,,,,,,
ZH,ZH鹏程万里,所有航线,Q/Q1/V/V1/W/S,100,固定值,50,,,,*/JGL100,BSP/GP,KMG319/KMG279/CTU152/SZX146,*/JGL100（赠送300额外里程）,有效,,,,,,,,,,,,,,,,
ZH,ZH鹏程万里,所有航线,K/E/P,100,固定值,40,,,,*/JGL100,BSP/GP,KMG319/KMG279/CTU152/SZX146,*/JGL100（赠送300额外里程）,有效,,,,,,,,,,,,,,,,
ZH,ZH鹏程万里,所有航线,M/M1/U,150,固定值,75,,,,*/JGL150,BSP/GP,KMG319/KMG279/CTU152/SZX146,*/JGL150（赠送500额外里程）,有效,,,,,,,,,,,,,,,,
ZH,ZH鹏程万里,所有航线,Q/Q1/V/V1/W/S,150,固定值,70,,,,*/JGL150,BSP/GP,KMG319/KMG279/CTU152/SZX146,*/JGL150（赠送500额外里程）,有效,,,,,,,,,,,,,,,,
ZH,ZH鹏程万里,所有航线,K/E/P,150,固定值,60,,,,*/JGL150,BSP/GP,KMG319/KMG279/CTU152/SZX146,*/JGL150（赠送500额外里程）,有效,,,,,,,,,,,,,,,,
ZH,ZH鹏程万里,所有航线,D/Z/R,200,固定值,100,,,,*/JGL200,BSP/GP,KMG319/KMG279/CTU152/SZX146,*/JGL200（赠送800额外里程）,有效,,,,,,,,,,,,,,,,
ZH,ZH鹏程万里,所有航线,M/M1/U,200,固定值,95,,,,*/JGL200,BSP/GP,KMG319/KMG279/CTU152/SZX146,*/JGL200（赠送800额外里程）,有效,,,,,,,,,,,,,,,,
ZH,ZH鹏程万里,所有航线,Q/Q1/V/V1/W/S,200,固定值,90,,,,*/JGL200,BSP/GP,KMG319/KMG279/CTU152/SZX146,*/JGL200（赠送800额外里程）,有效,,,,,,,,,,,,,,,,
ZH,ZH鹏程万里,所有航线,K/E/P,200,固定值,80,,,,*/JGL200,BSP/GP,KMG319/KMG279/CTU152/SZX146,*/JGL200（赠送800额外里程）,有效,,,,,,,,,,,,,,,,
ZH,ZH鹏程万里,所有航线,D/Z/R,300,固定值,140,,,,*/JGL300,BSP/GP,KMG319/KMG279/CTU152/SZX146,*/JGL300（赠送1200额外里程）,有效,,,,,,,,,,,,,,,,
ZH,ZH鹏程万里,所有航线,M/M1/U/,300,固定值,135,,,,*/JGL300,BSP/GP,KMG319/KMG279/CTU152/SZX146,*/JGL300（赠送1201额外里程）,有效,,,,,,,,,,,,,,,,
ZH,ZH鹏程万里,所有航线,Q/Q1/V/V1/W/S,300,固定值,130,,,,*/JGL300,BSP/GP,KMG319/KMG279/CTU152/SZX146,*/JGL300（赠送1202额外里程）,有效,,,,,,,,,,,,,,,,
ZH,ZH鹏程万里,所有航线,K/E/P,300,固定值,120,,,,*/JGL300,BSP/GP,KMG319/KMG279/CTU152/SZX146,*/JGL300（赠送1203额外里程）,有效,,,,,,,,,,,,,,,,
ZH,ZH鹏程万里,所有航线,D/Z/R,450,固定值,200,,,,*/JGL450,BSP/GP,KMG319/KMG279/CTU152/SZX146,*/JGL450（赠送1500额外里程）,有效,,,,,,,,,,,,,,,,
ZH,ZH公务舱产品,所有航线,J/C,,固定值,200,,,,,BSP/GP,KMG319,,有效,,,,,,,,,,,,,,,,
ZH,ZH公务舱产品,所有航线,D/Z/R（公务舱折扣）,,固定值,50,,,,,BSP/GP,KMG319,,有效,,,,,,,,,,,,,,,,
ZH,ZH舒适经济舱产品,所有航线,正价G舱,,固定值,30,,,,,BSP/GP,KMG319,6.改期无忧（仅适用于国内航班）：购买乘机日为2024年10月26日前的深航实际承运舒适经济舱（G、E舱）客票，如在航班起飞4小时（含）之前取消订座，通过深航官方客服热线95361或所乘坐航班的出发机场深航柜台办理变更至相同航线的其他深航实际承运航班，可享免收一次变更手续费，如有票价差额需补收。若再次提出自愿改期、自愿退票，按照深航最新版的《深航国内运输客票使用条件》相关规定执行。,有效,,,,,,,,,,,,,,,,
ZH,ZH舒适经济舱产品,所有航线,舒适经济舱联动E舱,,固定值,25,,,,,BSP/GP,KMG319,6.改期无忧（仅适用于国内航班）：购买乘机日为2024年10月26日前的深航实际承运舒适经济舱（G、E舱）客票，如在航班起飞4小时（含）之前取消订座，通过深航官方客服热线95361或所乘坐航班的出发机场深航柜台办理变更至相同航线的其他深航实际承运航班，可享免收一次变更手续费，如有票价差额需补收。若再次提出自愿改期、自愿退票，按照深航最新版的《深航国内运输客票使用条件》相关规定执行。,有效,,,,,,,,,,,,,,,,
ZH,ZH深航中小企业号,所有航线,,直减2%-3%,百分比,,,,,PAT:A#C1SMA004Q,BSP ,KMG319,全国政策直减2%-3%。KMG319,有效,,,,,,,,,,,,,,,,
