航司,产品名称,航线,订座舱位,上浮价格,前返计算方式 ,前返计算值,后返计算方式,后返计算值,定额代理费,运价标识,票证类型,出票OFFICE,备注,有效及截止日期,创建人,创建时间,,,,,,,,,,,,,,
CJ,GJ尊享优+,所有航线,Z/E/E1/D/D1/I/I1/I2/I3,380,固定值,185,,,,YYX380,GP/BSP,KMG319/KMG279/CTU152,"1.改签、退票按照按照票面价格*预定舱位相应退改签规则操作
2.没有单独行李，按照正常舱位
3.电话：0571-81689805
4小时以前免费改签一次，
不含EDI舱
PAT A#CZXY/CGP/CC,
PAT A#CZXY
PAT:A 或 PAT:A#CGP/CC",有效,,,,,,,,,,,,,,,,
CJ,GJ尊享优+,所有航线,B/H/L/Q/V/U/Z,380,固定值,188,,,,YYX380,GP/BSP,KMG319/KMG279/CTU152,"1.改签、退票按照按照票面价格*预定舱位相应退改签规则操作
2.没有单独行李，按照正常舱位
3.电话：0571-81689805
4小时以前免费改签一次，
不含EDI舱
PAT A#CZXY/CGP/CC,
PAT A#CZXY
PAT:A 或 PAT:A#CGP/CC",有效,,,,,,,,,,,,,,,,
CJ,GJ尊享优+,所有航线,E/E1/D/D1/I/I1/I2/I3,380,固定值,182,,,,YYX380,GP/BSP,KMG319/KMG279/CTU152,"1.改签、退票按照按照票面价格*预定舱位相应退改签规则操作
2.没有单独行李，按照正常舱位
3.电话：0571-81689805
4小时以前免费改签一次，
不含EDI舱
PAT A#CZXY/CGP/CC,
PAT A#CZXY
PAT:A 或 PAT:A#CGP/CC",有效,,,,,,,,,,,,,,,,
CJ,GJ轻松驿客 （休息室),全国,I/D/E/Z/U/V/G/Q/P/L/H/B(均含子舱位）,150,固定值,70,,,,VL150,GP/BSP,KMG319/KMG279/CTU152,舱位+VL+150,有效,,,,,,,,,,,,,,,,
CJ,GJ积分优享,所有航线,I/D/E/Z/U/V/G/Q/P/L/H/B(均含子舱位）,40,固定值,20,,,,*JFYX40,GP/BSP,KMG319/KMG279/CTU152,500积分/500积分/500积分/500积分/500积分/1000积分/1500积分/2000积分/2500积分,有效,,,,,,,,,,,,,,,,
CJ,GJ积分优享,所有航线,I/D/E/Z/U/V/G/Q/P/L/H/B(均含子舱位）,60,固定值,30,,,,*JFYX60,GP/BSP,KMG319/KMG279/CTU152,500积分/500积分/500积分/500积分/500积分/1000积分/1500积分/2000积分/2500积分,有效,,,,,,,,,,,,,,,,
CJ,GJ积分优享,所有航线,I/D/E/Z/U/V/G/Q/P/L/H/B(均含子舱位）,80,固定值,40,,,,*JFYX80,GP/BSP,KMG319/KMG279/CTU152,500积分/500积分/500积分/500积分/500积分/1000积分/1500积分/2000积分/2500积分,有效,,,,,,,,,,,,,,,,
CJ,GJ积分优享,所有航线,I/D/E/Z/U/V/G/Q/P/L/H/B(均含子舱位）,150,固定值,83,,,,*JFYX150,GP/BSP,KMG319/KMG279/CTU152,500积分/500积分/500积分/500积分/500积分/1000积分/1500积分/2000积分/2500积分,有效,,,,,,,,,,,,,,,,
CJ,GJ积分优享,所有航线,I/D/E/Z/U/V/G/Q/P/L/H/B(均含子舱位）,200,固定值,110,,,,*JFYX200,GP/BSP,KMG319/KMG279/CTU152,500积分/500积分/500积分/500积分/500积分/1000积分/1500积分/2000积分/2500积分,有效,,,,,,,,,,,,,,,,
CJ,GJ积分优享,所有航线,I/D/E/Z/U/V/G/Q/P/L/H/B(均含子舱位）,300,固定值,165,,,,*JFYX300,GP/BSP,KMG319/KMG279/CTU152,500积分/500积分/500积分/500积分/500积分/1000积分/1500积分/2000积分/2500积分,有效,,,,,,,,,,,,,,,,
CJ,GJ积分优享,所有航线,I/D/E/Z/U/V/G/Q/P/L/H/B(均含子舱位）,500,固定值,300,,,,*JFYX500,GP/BSP,KMG319/KMG279/CTU152,500积分/500积分/500积分/500积分/500积分/1000积分/1500积分/2000积分/2500积分,有效,,,,,,,,,,,,,,,,
CJ,GJ积分优享,所有航线,I/D/E/Z/U/V/G/Q/P/L/H/B(均含子舱位）,800,固定值,480,,,,*JFYX800,GP/BSP,KMG319/KMG279/CTU152,500积分/500积分/500积分/500积分/500积分/1000积分/1500积分/2000积分/2500积分,有效,,,,,,,,,,,,,,,,
CJ,GJ多段有礼,所有航线,Y-I 舱（ 含子舱位， 不含 11/12/13)产品运价LDCP 订座舱位对应运价基础+LDCP+下浮比例,两段以上直减3%-5%,固定值,280/285,,,,*LDCP3%-5%,GP/BSP,KMG319/KMG279/CTU152,"Y-Z 舱（含子舱位）优惠舱位对应公布运价的 5%,E/D/I 舱（ 含
子舱位， 不含 I1/I2/I3)优惠舱位对应公布运价的 3%。",有效,,,,,,,,,,,,,,,,
CJ,GJ云南同邦TMC,所有航线,"C:96折
Y/B：94折
H/L/P/Q/G/V/U/Z：97折",直减,固定值,350,,,,,GP/BSP,KMG319,云南同邦TMC :PAT A#CDKH300759,有效,,,,,,,,,,,,,,,,
CJ,GJ云南同邦TMC,所有航线,"C:96折
Y/B：94折
H/L/P/Q/G/V/U/Z：97折",直减,固定值,350,,,,,GP/BSP,KMG319,云南同邦TMC :PAT A#CDKH300759,有效,,,,,,,,,,,,,,,,
CJ,GJ云南同邦TMC,所有航线,"C:96折
Y/B：94折
H/L/P/Q/G/V/U/Z：97折",直减,固定值,350,,,,,GP/BSP,KMG319,云南同邦TMC :PAT A#CDKH300759,有效,,,,,,,,,,,,,,,,
CJ,GJ云南同邦TMC,所有航线,"C:96折
Y/B：94折
H/L/P/Q/G/V/U/Z：97折",直减,固定值,350,,,,,GP/BSP,KMG319,云南同邦TMC :PAT A#CDKH300759,有效,,,,,,,,,,,,,,,,
CJ,GJ云南同邦TMC,所有航线,"C:96折
Y/B：94折
H/L/P/Q/G/V/U/Z：97折",直减,固定值,350,,,,,GP/BSP,KMG319,云南同邦TMC :PAT A#CDKH300759,有效,,,,,,,,,,,,,,,,
