航司,产品名称,航线,订座舱位,上浮价格,前返计算方式 ,前返计算值,后返计算方式,后返计算值,定额代理费,运价标识,票证类型,出票OFFICE,备注,有效及截止日期,创建人,创建时间,,,,,,,,,,,,,,
CZ,CZ里程加享,"广州、沈阳、北京、大连、南宁、贵阳、海口、郑州、哈尔滨、武汉、长沙、长春、汕头、上海虹桥、上海浦东、深圳、乌鲁木齐、重庆、珠海、昆明、三亚、桂林、温州、合肥、宁波、厦门、福州、银川、西宁、呼和浩特、兰州、北京大兴、杭州、济南、南京、连云港、盐城、徐州、扬州、泰州、阿勒泰、阿克苏、喀什、和田、克拉玛依、库尔勒、伊宁始发国内航线及天津-和田航线。后续新增航线以实际查询结果为准。新增27个场站：常州、太原、青岛、济宁、临沂、菏泽、洛阳、包头、鄂尔多斯、通辽、惠州、临汾、忻州、长治、运城、大同、西安、汉中、延安、安康、榆林、陇南、荆州、襄阳、恩施、十堰、宜昌；义乌、成都天府、塔城、石河子。

",P/B/M/H/K/U/A/L/Q/E/V/Z/T,300,,,固定值,95,,*YXKAABD,GP/BSP/B2B,KMG319/KMG279/CTU152/SZX146,行李旅行套餐。10KG额外行李额度,2026.4.1-2026.12.31,,,,,,,,,,,,,,,,
CZ,CZ权益包加享,"广州、沈阳、北京、大连、南宁、贵阳、海口、郑州、哈尔滨、武汉、长沙、长春、汕头、上海虹桥、上海浦东、深圳、乌鲁木齐、重庆、珠海、昆明、三亚、桂林、温州、合肥、宁波、厦门、福州、银川、西宁、呼和浩特、兰州、北京大兴、杭州、济南、南京、连云港、盐城、徐州、扬州、泰州、阿勒泰、阿克苏、喀什、和田、克拉玛依、库尔勒、伊宁始发国内航线及天津-和田航线。后续新增航线以实际查询结果为准。新增27个场站：常州、太原、青岛、济宁、临沂、菏泽、洛阳、包头、鄂尔多斯、通辽、惠州、临汾、忻州、长治、运城、大同、西安、汉中、延安、安康、榆林、陇南、荆州、襄阳、恩施、十堰、宜昌；义乌、成都天府、塔城、石河子。

",P/B/M/H/K/U/A/L/Q/E/V/Z/T,380,,,固定值,140,,*YXKAAMA,GP/BSP/B2B,KMG319/KMG279/CTU152/SZX146,里程行李旅行套餐。500里程+10KG额外行李额,2026.4.1-2026.12.31,,,,,,,,,,,,,,,,
CZ,CZ权益包加享,"北京大兴、广州、杭州、深圳、上海浦东、上海虹桥、乌鲁木齐
",P/B/M/H/K/U/A/L/Q/E/V/Z/T,260,,,固定值,55,,*YXKAALA,GP/BSP/B2B,KMG319/KMG279/CTU152/SZX146,休息室旅行套餐.赠航班当日始发机场指定南航国内休息室服务一次（限广州、北京、杭州、深圳、上海浦东、上海虹桥、乌鲁木齐）,2026.4.1-2026.12.31,,,,,,,,,,,,,,,,
CZ,CZ权益包加享,武汉、哈尔滨、长春、长沙、重庆、汕头（揭阳）、大连、珠海、沈阳、贵阳、南宁、郑州、昆明、南阳、三亚、南京、西安18个机场。,P/B/M/H/K/U/A/L/Q/E/V/Z/T,160,,,固定值,40,,*YXKABLA,GP/BSP/B2B,KMG319/KMG279/CTU152/SZX146,休息室旅行套餐。赠航班当日始发机场指定南航国内休息室服务一次（除广州、北京、杭州、深圳、上海浦东、上海虹桥、乌鲁木齐外）,2026.4.1-2026.12.31,,,,,,,,,,,,,,,,
CZ,CZ权益包加享,以实际发布为准,P/B/M/H/K/U,320,,,固定值,128,,*YXHAAUC,GP/BSP/B2B,KMG319/KMG279/CTU152/SZX146,300里程+明珠舱升舱。额外获赠300里程和明珠经济舱升舱权益,2026.4.1-2026.12.31,,,,,,,,,,,,,,,,
CZ,CZ退改加享,全国航线：变更旅行套餐,P/B/M/H/K/U/A/L/Q/E/V/Z/T,150,,,固定值,60,,*YXKAAGD,GP/BSP/B2B,KMG319/KMG279/CTU152/SZX146,在航班预计离站时间前4小时（含）前自愿变更，免收自愿变更费,2026.01.01-2026.12.31,,,,,,,,,,,,,,,,
CZ,CZ退改加享,全国航线：退改无忧,P/B/M/H/K/U/A/L/Q/E/V/Z/T,160,,,固定值,65,,*YXKAARG,GP/BSP/B2B,KMG319/KMG279/CTU152/SZX146,"1.客票有效期内，24小时（含）前免费退票手续费1次，加价金额不退；24小时后按正常退改规则计算手续费。
2.客票有效期内，4小时前免变更手续费；4小时后按正常退改规则计算手续费。
3.300万元航空意外身故及伤残保障，保险期间为客票当次航班。",2026.01.01-2026.12.31,,,,,,,,,,,,,,,,
CZ,CZ退改加享,全国航线：金牌退改,C/D/I/P/B/M/H/K/U/A/L/Q/E/V/Z/T,600,,,固定值,240,,*YXKADRG,GP/BSP/B2B,KMG319/KMG279/CTU152/SZX146,"1.航班起飞前4小时以外变更，免收变更手续费，正常收取票价差；4小时以内变更，按客票使用规则收取变更手续费。
2.航班起飞前24小时以外退票，免收退票手续费；24小时以内退票，按客票使用规则收取退票手续费。
3.客票成行后赠3000里程。",2026.01.01-2026.12.31,,,,,,,,,,,,,,,,
CZ,CZ保险加享,全国航线：航意航延综合保障,P/B/M/H/K/U/A/L/Q/E/V/Z/T,70,,,固定值,28,,*YXKAAID,GP/BSP/B2B,KMG319/KMG279/CTU152/SZX146,航意700万，医疗15万；航延2小时起赔，最高赔600,2026.4.1-2026.12.31,,,,,,,,,,,,,,,,
CZ,CZ保险加享,全国航线：3天境内旅行保障,P/B/M/H/K/U/A/L/Q/E/V/Z/T,30,,,固定值,12,,*YXKAAIF,GP/BSP/B2B,KMG319/KMG279/CTU152/SZX146,保3天的旅行意外伤害、高风险运动、医疗救援、银行卡盗抢等,2026.4.1-2026.12.31,,,,,,,,,,,,,,,,
CZ,CZ保险加享,全国航线：航意保障,P/B/M/H/K/U/A/L/Q/E/V/Z/T,30,,,固定值,12,,*YXKAAIB,GP/BSP/B2B,KMG319/KMG279/CTU152/SZX146,航意650万、医疗15万。,2026.4.1-2026.12.31,,,,,,,,,,,,,,,,
CZ,CZ团队加享,全国航线：团队权益包加享,G,,,,固定值,95,,G*******TA,B2B,KMG319/KMG279/CTU152/SZX146,10KG额外行李额度,2026.4.1-2026.12.31,,,,,,,,,,,,,,,,
CZ,CZ团队加享,全国航线：团队里程加享,G,,,,固定值,,,G******TT*,B2B,KMG319/KMG279/CTU152/SZX146,1元里程(5里程),2026.4.1-2026.12.31,,,,,,,,,,,,,,,,
CZ,CZ团队加享,全国航线：团队里程加享,G,,,,固定值,30,,G*******TC,B2B,KMG319/KMG279/CTU152/SZX146,300里程,2026.4.1-2026.12.31,,,,,,,,,,,,,,,,
CZ,CZ团队加享,全国航线：团队里程加享,G,,,,固定值,40,,G*******TD,B2B,KMG319/KMG279/CTU152/SZX146,500里程,2026.4.1-2026.12.31,,,,,,,,,,,,,,,,
CZ,CZ团队加享,全国航线：团队里程加享,G,,,,固定值,80,,G*******TE,B2B,KMG319/KMG279/CTU152/SZX146,1000里程,2026.4.1-2026.12.31,,,,,,,,,,,,,,,,
CZ,CZ团队加享,全国航线：团队里程加享,G,,,,固定值,120,,G*******TF,B2B,KMG319/KMG279/CTU152/SZX146,1500里程,2026.4.1-2026.12.31,,,,,,,,,,,,,,,,
CZ,CZ团队加享,全国航线：团队里程加享,G,,,,固定值,160,,G*******TG,B2B,KMG319/KMG279/CTU152/SZX146,2000里程,2026.4.1-2026.12.31,,,,,,,,,,,,,,,,
CZ,CZ团队加享,全国航线：国内航意航延综合保障,G,,,,固定值,16-28,,G*******BB,B2B,KMG319/KMG279/CTU152/SZX146,航意400-700万、医疗5-15万、航延2小时起赔最高赔600、返航或备降赔300。,2026.4.1-2026.12.31,,,,,,,,,,,,,,,,
CZ,CZ团队加享,全国航线：7天交通意外保障,G,,,,固定值,2026/12/24,,G*******BC,B2B,KMG319/KMG279/CTU152/SZX146,航意300-1000万、医疗5-10万、火车/轮船意外100-150万、汽车意外20-50万。,2026.4.1-2026.12.31,,,,,,,,,,,,,,,,
CZ,CZ团队加享,全国航线：国内行李保障,G,,,,固定值,10-40,,G*******BD,B2B,KMG319/KMG279/CTU152/SZX146,托运行李损失/丢失0.5-5万、行李延误1000元、航意50万。,2026.4.1-2026.12.31,,,,,,,,,,,,,,,,
CZ,CZ团队加享,全国航线：境内旅行综合保障,G,,,,固定值,20-40,,G*******BE,B2B,KMG319/KMG279/CTU152/SZX146,航意200万、高风险运动40万、医疗6万、第三者责任5万等。,2026.4.1-2026.12.31,,,,,,,,,,,,,,,,
CZ,CZ团队加享,全国航线：团队升舱加享,G,,,,固定值,20-400,,G******U*,B2B,KMG319/KMG279/CTU152/SZX146,享受明珠经济舱升舱权益,2026.4.1-2026.12.31,,,,,,,,,,,,,,,,
CZ,CZ-GP加享,全国航线：100里程旅行套餐,W/C/Y/P/B/M/H/K/U/A/L/Q/E/V/Z/T,30,,,固定值,12,,*YDLAAMA,GP/BSP,KMG319/KMG279/CTU152/SZX146,100里程,2026.4.1-2026.12.31,,,,,,,,,,,,,,,,
CZ,CZ-GP加享,全国航线：500里程旅行套餐,W/C/Y/P/B/M/H/K/U/A/L/Q/E/V/Z/T,100,,,固定值,40,,*YDLAAMG,GP/BSP,KMG319/KMG279/CTU152/SZX146,500里程,2026.4.1-2026.12.31,,,,,,,,,,,,,,,,
CZ,CZ-GP加享,全国航线：800里程旅行套餐,W/C/Y/P/B/M/H/K/U/A/L/Q/E/V/Z/T,120,,,固定值,48,,*YDLACMD,GP/BSP,KMG319/KMG279/CTU152/SZX146,800里程,2026.4.1-2026.12.31,,,,,,,,,,,,,,,,
CZ,CZ-GP加享,全国航线：1000里程旅行套餐,W/C/Y/P/B/M/H/K/U/A/L/Q/E/V/Z/T,200,,,固定值,80,,*YDLAAMC,GP/BSP,KMG319/KMG279/CTU152/SZX146,1000里程,2026.4.1-2026.12.31,,,,,,,,,,,,,,,,
CZ,CZ-GP加享,全国航线：1500里程旅行套餐,W/C/Y/P/B/M/H/K/U/A/L/Q/E/V/Z/T,300,,,固定值,120,,*YDLAAMH,GP/BSP,KMG319/KMG279/CTU152/SZX146,1500里程,2026.4.1-2026.12.31,,,,,,,,,,,,,,,,
CZ,CZ-GP加享,全国航线：2000里程旅行套餐,W/C/Y/P/B/M/H/K/U/A/L/Q/E/V/Z/T,400,,,固定值,160,,*YDLAAMD,GP/BSP,KMG319/KMG279/CTU152/SZX146,2000里程,2026.4.1-2026.12.31,,,,,,,,,,,,,,,,
CZ,CZ-GP加享,全国航线：300里程+选座权益包,W/C/Y/P/B/M/H/K/U/A/L/Q/E/V/Z/T,130,,,固定值,50,,*YDLAAMS,GP/BSP,KMG319/KMG279/CTU152/SZX146,300里程，优先选择前排座位权益,2026.4.1-2026.12.31,,,,,,,,,,,,,,,,
CZ,CZ-GP加享,全国航线：300里程+明珠舱升舱,Y/P/B/M/H/K/U,320,,,固定值,128,,*YDLAAUC,GP/BSP,KMG319/KMG279/CTU152/SZX146,额外获赠300里程和明珠经济舱升舱权益,2026.4.1-2026.12.31,,,,,,,,,,,,,,,,
CZ,CZ-GP加享,全国航线：退改无忧,Y/P/B/M/H/K/U/A/L/Q/E/V/Z/T,160,,,固定值,65,,*YDLAARG,GP/BSP,KMG319/KMG279/CTU152/SZX146,"1.客票有效期内，24小时（含）前免费退票手续费1次，加价金额不退；24小时后按正常退改规则计算手续费。
2.客票有效期内，4小时前免变更手续费；4小时后按正常退改规则计算手续费。
3.赠送300万元航空意外身故及伤残保障，保险期间为客票当次航班。",2026.4.1-2026.12.31,,,,,,,,,,,,,,,,
CZ,CZ里程/积分加享,明珠舱300里程加享,P/B/M/H/K/U,320,,,固定值,128,,*YXHAAUC,GP/BSP,KMG319/KMG279/CTU152/SZX146,BSP B2B,有效,,,,,,,,,,,,,,,,
CZ,CZ退改加享,金牌退改,C/D/I/P/B/M/H/K/U/A/L/Q,400,,,固定值,,,*YXKABRG,GP/BSP/B2B,KMG319/KMG279/CTU152/SZX146,"1.航班起飞前4小时以外变更，免收变更手续费，正常收取票价差；4小时以内变更，按客票使用规则收取变更手续费。
2.航班起飞前24小时以外退票，免收退票手续费；24小时以内退票，按客票使用规则收取退票手续费。",有效,,,,,,,,,,,,,,,,
CZ,CZ退改加享,金牌退改,C/D/I/P/B/M/H/K/U/A/L/Q,200,,,固定值,80,,*YXKACRG,GP/BSP/B2B,KMG319/KMG279/CTU152/SZX146,"1.航班起飞前4小时以外变更，免收变更手续费，正常收取票价差；4小时以内变更，按客票使用规则收取变更手续费。
2.航班起飞前24小时以外退票，免收退票手续费；24小时以内退票，按客票使用规则收取退票手续费。
3.客票成行后赠3000里程。",有效,,,,,,,,,,,,,,,,
CZ,CZ退改加享,退票优惠,P/B/M/H/K/U/A/L/Q,160,,,固定值,65,,*YXKAARD,GP/BSP/B2B,KMG319/KMG279/CTU152/SZX146,航班预计离站时间前72小时（含）前，仅收取“退票优惠”产品加价部分作为优惠定额退票费。,有效,,,,,,,,,,,,,,,,
CZ,CZ指定航线里程旅行套餐,100里程,B/M/H/U/A/L/E/V/Z/T/N,100,,,固定值,40,,,GP/BSP/B2B,KMG319/KMG279/CTU152/SZX146,全渠道,有效,,,,,,,,,,,,,,,,
CZ,CZ指定航线里程旅行套餐,500里程,B/M/H/U/A/L/E/V/Z/T/N,,,,固定值,90,,,GP/BSP/B2B,KMG319/KMG279/CTU152/SZX146,全渠道,有效,,,,,,,,,,,,,,,,
CZ,CZ权益包加享,行李加享,P/B/M/H/K/U/A/L/Q/E/V/Z,80,,,固定值,30,,*YXLAABD,GP/BSP/B2B,KMG319/KMG279/CTU152/SZX146,5KG额外行李额度,有效,,,,,,,,,,,,,,,,
CZ,CZ权益包加享,全国航线：里程行李加享,P/B/M/H/K/U/A/L/Q/E/V/Z,150,,,固定值,60,,*YXLAAMA,GP/BSP/B2B,KMG319/KMG279/CTU152/SZX146,500里程+5KG额外行李额,有效,,,,,,,,,,,,,,,,
