航司,产品名称,航线,订座舱位,上浮价格,前返计算方式 ,前返计算值,后返计算方式,后返计算值,定额代理费,运价标识,票证类型,出票OFFICE,备注,有效及截止日期,创建人,创建时间,,,,,,,,,,,,,,
CA,CA2026年经济舱优选,所有航线,Q,,固定值,50-70,,,,CAOL253505,GP/BSP/B31B,KMG319/CTU152/SZX146,产品二  WS,有效,,,,,,,,,,,,,,,,
CA,CA2026年经济舱优选,所有航线,V,,固定值,30-50,,,,CAOL253505,GP/BSP/B32B,KMG319/CTU152/SZX146,产品二  WS,有效,,,,,,,,,,,,,,,,
CA,CA2026年经济舱优选,所有航线,Y,,固定值,80-140,,,,CAOL253489,GP/BSP/B33B,KMG319/CTU152/SZX146,产品三  HQV,有效,,,,,,,,,,,,,,,,
CA,CA2026年经济舱优选,所有航线,B,,固定值,60-80,,,,CAOL253489,GP/BSP/B34B,KMG319/CTU152/SZX146,产品三   HQV,有效,,,,,,,,,,,,,,,,
CA,CA2026年经济舱优选,所有航线,M,,固定值,40-60,,,,CAOL253489,GP/BSP/B35B,KMG319/CTU152/SZX146,产品三   HQV,有效,,,,,,,,,,,,,,,,
CA,CA2026年经济舱优选,所有航线,U,,固定值,20-40,,,,CAOL253489,GP/BSP/B36B,KMG319/CTU152/SZX146,产品三   HQV,有效,,,,,,,,,,,,,,,,
CA,CA2026年经济舱优选,所有航线,Y,,固定值,30-50,,,,CAOL253504,GP/BSP/B37B,KMG319/CTU152/SZX146,产品四   BMU,有效,,,,,,,,,,,,,,,,
CA,CA2026年经济舱优选,所有航线,LPK舱,Y88,固定值,130,,,,CA6L253495,GP/BSP/B38B,KMG319/CTU152/SZX146,产品一,有效,,,,,,,,,,,,,,,,
CA,CA2026年经济舱优选,所有航线,外放S,Y88,固定值,90,,,,CA6L253491,GP/BSP/B39B,KMG319/CTU152/SZX146,产品二,有效,,,,,,,,,,,,,,,,
CA,CA2026年经济舱优选,所有航线,外放W,Y88,固定值,70,,,,CA6L253490,GP/BSP/B40B,KMG319/CTU152/SZX146,产品三,有效,,,,,,,,,,,,,,,,
CA,CA2026年经济舱优选,所有航线,外放V,Y88,固定值,50,,,,CA6L253508,GP/BSP/B41B,KMG319/CTU152/SZX146,产品四,有效,,,,,,,,,,,,,,,,
CA,CA2026年经济舱优选,所有航线,外放Q,Y88,固定值,30,,,,CA6L253499,GP/BSP/B42B,KMG319/CTU152/SZX146,产品五,有效,,,,,,,,,,,,,,,,
CA,CA2026年经济舱优选,所有航线,外放H,Y88,固定值,10,,,,CA6L253492,GP/BSP/B43B,KMG319/CTU152/SZX146,产品六,有效,,,,,,,,,,,,,,,,
